stage,cluster,contrast,cell_type,gene,dataset_support,mean_auc,min_auc,max_auc,eligible_datasets,support_fraction,rank
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_low,SPINT2,3,0.6823682700244914,0.6725284463336022,0.6953951934531452,3,1.0,4
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_low,SDC1,2,0.771129918786039,0.7674713232631947,0.7747885143088834,3,0.6666666666666666,5
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_low,MIPOL1,2,0.7539771875199321,0.7447863567548471,0.7631680182850171,3,0.6666666666666666,6
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_low,ATP1B1,2,0.7408470483101275,0.7027523431060829,0.778941753514172,3,0.6666666666666666,7
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_low,CEACAM6,2,0.7369619806933851,0.6815770092559078,0.7923469521308624,3,0.6666666666666666,8
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_low,EPCAM,2,0.7314761111932393,0.7262303136317195,0.736721908754759,3,0.6666666666666666,9
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_low,ELF3,2,0.71421525504449,0.7108431348534879,0.7175873752354921,3,0.6666666666666666,10
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_mitotic,MAL2,4,0.8278391820036755,0.7859148659315442,0.8666433266406217,4,1.0,1
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_mitotic,TM4SF1,4,0.8090202808131184,0.7374876448760057,0.8850077716392628,4,1.0,2
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_mitotic,KRT19,4,0.8036850051484722,0.7137040346198938,0.8837663352130265,4,1.0,3
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_mitotic,EPCAM,4,0.7955488453767383,0.7218601316881723,0.899502408712319,4,1.0,4
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_mitotic,SPINT2,4,0.7895941078319093,0.6955197152571172,0.8742254544626613,4,1.0,5
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_mitotic,PERP,4,0.7644015831281783,0.6652309827848177,0.8088253858932745,4,1.0,6
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_mitotic,MGST1,4,0.7630509714900515,0.6613871767262768,0.918669140555327,4,1.0,7
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_mitotic,KRT8,4,0.7588982621381726,0.6929874716361304,0.8231696277866579,4,1.0,8
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_mitotic,S100A10,4,0.757206021646072,0.7221189985024502,0.8167238730596994,4,1.0,9
I-II,1,tumor-vs-all,Tumor LUAD_mainly_AT2_mitotic,RAB25,4,0.7571445245180694,0.6687132009586494,0.7958820645065869,4,1.0,10
I-II,1,tumor-vs-all,Tumor LUAD_mitotic,KRT19,4,0.7604901318058633,0.7022336249915121,0.8180302735224787,5,0.8,1
I-II,1,tumor-vs-all,Tumor LUAD_mitotic,SFN,3,0.8175705500690555,0.7958076893032969,0.8476373482891189,5,0.6,2
I-II,1,tumor-vs-all,Tumor LUAD_mitotic,APOL1,3,0.7861574189797919,0.7219091217804244,0.9125737008826387,5,0.6,3
I-II,1,tumor-vs-all,Tumor LUAD_mitotic,S100A14,3,0.7787971813482085,0.6883568315202672,0.8514140365026716,5,0.6,4
I-II,1,tumor-vs-all,Tumor LUAD_mitotic,PERP,3,0.773901147895649,0.6980027059600212,0.8571727475978702,5,0.6,5
I-II,1,tumor-vs-all,Tumor LUAD_mitotic,S100A16,3,0.7684781163019921,0.6919990678002118,0.8647863833767172,5,0.6,6
I-II,1,tumor-vs-all,Tumor LUAD_mitotic,KRT17,3,0.7664416811474175,0.6669468594136738,0.8258378841466428,5,0.6,7
I-II,1,tumor-vs-all,Tumor LUAD_mitotic,IFI27,3,0.7611128995116031,0.6686530991508979,0.9069093823135566,5,0.6,8
I-II,1,tumor-vs-all,Tumor LUAD_mitotic,CD24,3,0.7583724421478045,0.7158803764604084,0.841142933122948,5,0.6,9
I-II,1,tumor-vs-all,Tumor LUAD_mitotic,KRT8,3,0.7559028240614515,0.6507808021497433,0.8526300334840433,5,0.6,10
I-II,2,normal-vs-normal,B cell,MS4A1,7,0.8640773207639557,0.7374545422041953,0.9288755020296876,7,1.0,1
I-II,2,normal-vs-normal,B cell,CD79A,7,0.852576960471377,0.7474767540461209,0.9538840492012501,7,1.0,2
I-II,2,normal-vs-normal,B cell,CD37,7,0.7778126244258051,0.7081049537007693,0.836460317000594,7,1.0,3
I-II,2,normal-vs-normal,B cell,HLA-DRA,7,0.7394126626613992,0.6685725591730213,0.8145039641336307,7,1.0,4
I-II,2,normal-vs-normal,B cell,LTB,7,0.7376813207344274,0.6643302372683596,0.7848036238102861,7,1.0,5
I-II,2,normal-vs-normal,B cell,CD74,7,0.7142996685330915,0.6502222001427438,0.7974274796618287,7,1.0,6
I-II,2,normal-vs-normal,B cell,CD79B,6,0.7587626739376679,0.6789843842581194,0.8165007887178897,7,0.8571428571428571,7
I-II,2,normal-vs-normal,B cell,BANK1,6,0.7547436227257284,0.7148019840117141,0.8208150739954281,7,0.8571428571428571,8
I-II,2,normal-vs-normal,B cell,CXCR4,6,0.7478137769571632,0.691150875969187,0.8780149525572073,7,0.8571428571428571,9
I-II,2,normal-vs-normal,B cell,HLA-DPB1,6,0.7029443475781384,0.6512411409290896,0.7713296851165924,7,0.8571428571428571,10
I-II,2,normal-vs-normal,B cell dividing,CD79B,3,0.9551854121806151,0.8708500024769473,0.9988200183592553,3,1.0,1
I-II,2,normal-vs-normal,B cell dividing,CD79A,3,0.9529697743965729,0.9092176083143313,0.9800298862782232,3,1.0,2
I-II,2,normal-vs-normal,B cell dividing,HMGB2,3,0.9396126548037417,0.9103214157196333,0.9591768702238588,3,1.0,3
I-II,2,normal-vs-normal,B cell dividing,MS4A1,3,0.9330556693116646,0.8948487194573492,0.9934875802801697,3,1.0,4
I-II,2,normal-vs-normal,B cell dividing,HMGN2,3,0.9299390081753991,0.9145367396928884,0.9534011816397644,3,1.0,5
I-II,2,normal-vs-normal,B cell dividing,CORO1A,3,0.907437224398532,0.8656224685361392,0.9321250504653008,3,1.0,6
I-II,2,normal-vs-normal,B cell dividing,MKI67,3,0.9068784543932006,0.8550499135768984,0.9338282062622736,3,1.0,7
I-II,2,normal-vs-normal,B cell dividing,STMN1,3,0.904793074213428,0.8632135651226243,0.92987730577694,3,1.0,8
I-II,2,normal-vs-normal,B cell dividing,EZR,3,0.9023229621740393,0.8804811023643935,0.9139294717925214,3,1.0,9
I-II,2,normal-vs-normal,B cell dividing,ARHGDIB,3,0.8945188514756436,0.8615292217601042,0.958434276690044,3,1.0,10
I-II,2,normal-vs-normal,DC mature,FSCN1,6,0.9673335002749127,0.8879385218600018,0.9975631324944091,6,1.0,1
I-II,2,normal-vs-normal,DC mature,BIRC3,6,0.9609094504875482,0.8317189747010376,0.9985892474798423,6,1.0,2
I-II,2,normal-vs-normal,DC mature,LAMP3,6,0.9448697990662352,0.8441753107795397,0.9999999997904478,6,1.0,3
I-II,2,normal-vs-normal,DC mature,CCR7,6,0.9376089779465394,0.8461590083392216,0.996006874197373,6,1.0,4
I-II,2,normal-vs-normal,DC mature,MARCKSL1,6,0.9253184834638438,0.8218260646969789,0.9783926093905317,6,1.0,5
I-II,2,normal-vs-normal,DC mature,LSP1,6,0.918931431889979,0.8816805321721903,0.9474859554625608,6,1.0,6
I-II,2,normal-vs-normal,DC mature,TXN,6,0.914557885180746,0.8130465321717232,0.9870515788844867,6,1.0,7
I-II,2,normal-vs-normal,DC mature,RASSF4,6,0.9011167630701403,0.7735741211072561,0.9964837728561559,6,1.0,8
I-II,2,normal-vs-normal,DC mature,CD83,6,0.8938290357622646,0.829771111519722,0.9685727656637257,6,1.0,9
I-II,2,normal-vs-normal,DC mature,RGS1,6,0.8875578607315195,0.7767635465912308,0.9272908502429542,6,1.0,10
I-II,2,normal-vs-normal,Endothelial cell arterial,CLEC14A,4,0.9723045379390773,0.9266858377783844,0.9965608416994441,4,1.0,1
I-II,2,normal-vs-normal,Endothelial cell arterial,VWF,4,0.9553120137700244,0.9243145168700739,0.9702590830730684,4,1.0,2
I-II,2,normal-vs-normal,Endothelial cell arterial,AQP1,4,0.9518270307540762,0.8954443534046415,0.9857538609278874,4,1.0,3
I-II,2,normal-vs-normal,Endothelial cell arterial,CLDN5,4,0.9470123754474883,0.8607951041650854,0.9936535268745765,4,1.0,4
I-II,2,normal-vs-normal,Endothelial cell arterial,IFI27,4,0.9402497583165077,0.921018436278775,0.9563892528514214,4,1.0,5
I-II,2,normal-vs-normal,Endothelial cell arterial,TIMP3,4,0.9383880615984697,0.9131487023802718,0.9650504653637858,4,1.0,6
I-II,2,normal-vs-normal,Endothelial cell arterial,MT1M,4,0.9062344170665988,0.8494897152750895,0.9678189314420581,4,1.0,7
I-II,2,normal-vs-normal,Endothelial cell arterial,EPAS1,4,0.9022653631461319,0.7920050670711795,0.9796253637958,4,1.0,8
I-II,2,normal-vs-normal,Endothelial cell arterial,MGP,4,0.8972739212965053,0.752291668980484,0.9794232184834595,4,1.0,9
I-II,2,normal-vs-normal,Endothelial cell arterial,A2M,4,0.8912507913661949,0.8192341202787246,0.9794622392085522,4,1.0,10
I-II,2,normal-vs-normal,Endothelial cell capillary,IFI27,5,0.8742884261015815,0.6808350025767814,0.9827073001428966,5,1.0,1
I-II,2,normal-vs-normal,Endothelial cell capillary,CLDN5,5,0.8574571724123551,0.7149036496968071,0.9615343858376701,5,1.0,2
I-II,2,normal-vs-normal,Endothelial cell capillary,AQP1,5,0.8538703147779891,0.7056124740507703,0.9660753676573206,5,1.0,3
I-II,2,normal-vs-normal,Endothelial cell capillary,TIMP3,5,0.8423080841312041,0.6619579802118206,0.9367557035786308,5,1.0,4
I-II,2,normal-vs-normal,Endothelial cell capillary,GNG11,5,0.8240215758079869,0.6910542427851646,0.9505640923954254,5,1.0,5
I-II,2,normal-vs-normal,Endothelial cell capillary,RAMP2,5,0.8192037497004222,0.6912833545500362,0.9542269820984894,5,1.0,6
I-II,2,normal-vs-normal,Endothelial cell capillary,RAMP3,5,0.805349916024516,0.7142712933894622,0.8855179370676856,5,1.0,7
I-II,2,normal-vs-normal,Endothelial cell capillary,PECAM1,5,0.7741897907267028,0.7275693610739881,0.852188186936588,5,1.0,8
I-II,2,normal-vs-normal,Endothelial cell capillary,SPTBN1,5,0.7457573568728815,0.6516943983970366,0.8582559651064312,5,1.0,9
I-II,2,normal-vs-normal,Endothelial cell capillary,CRIP2,5,0.7189793931733728,0.6500070180791231,0.7743189088820691,5,1.0,10
I-II,2,normal-vs-normal,Endothelial cell lymphatic,CCL21,6,0.9484884757819483,0.7483830131034666,1.000000002965421,6,1.0,1
I-II,2,normal-vs-normal,Endothelial cell lymphatic,IGFBP7,6,0.9400079266806447,0.8998561442234161,0.9919472496535416,6,1.0,2
I-II,2,normal-vs-normal,Endothelial cell lymphatic,RAMP2,6,0.901911029958775,0.702102914471807,0.9946949640059842,6,1.0,3
I-II,2,normal-vs-normal,Endothelial cell lymphatic,TFPI,6,0.8986837301229119,0.6984230662549868,0.9988505775386322,6,1.0,4
I-II,2,normal-vs-normal,Endothelial cell lymphatic,HYAL2,6,0.8984475012981434,0.8069722691845858,0.9798163548012369,6,1.0,5
I-II,2,normal-vs-normal,Endothelial cell lymphatic,APP,6,0.8947875776007678,0.7937122163437469,0.9926574308452417,6,1.0,6
I-II,2,normal-vs-normal,Endothelial cell lymphatic,TFF3,6,0.894614739150288,0.7135422912528203,1.000000002965421,6,1.0,7
I-II,2,normal-vs-normal,Endothelial cell lymphatic,GNG11,6,0.8906359961625494,0.6936429334039483,0.9973474838774298,6,1.0,8
I-II,2,normal-vs-normal,Endothelial cell lymphatic,TM4SF1,6,0.8831612492913897,0.835736426368951,0.995069662585234,6,1.0,9
I-II,2,normal-vs-normal,Endothelial cell lymphatic,IFITM3,6,0.8717323034144484,0.7658857728155863,0.9980520196548981,6,1.0,10
I-II,2,normal-vs-normal,Endothelial cell venous,SPARCL1,7,0.8955477243418253,0.825449254575449,0.9555883792018628,7,1.0,1
I-II,2,normal-vs-normal,Endothelial cell venous,VWF,7,0.8927533943060669,0.6770852760763689,0.9666436655622408,7,1.0,2
I-II,2,normal-vs-normal,Endothelial cell venous,TM4SF1,7,0.885235842386484,0.8422565698077651,0.9856752606541517,7,1.0,3
I-II,2,normal-vs-normal,Endothelial cell venous,PECAM1,7,0.8822802665426723,0.8416860543036748,0.9400324215345421,7,1.0,4
I-II,2,normal-vs-normal,Endothelial cell venous,IGFBP7,7,0.8806676059681289,0.8290743787175663,0.9327030193865739,7,1.0,5
I-II,2,normal-vs-normal,Endothelial cell venous,IFI27,7,0.8750045763963717,0.8017852546881552,0.9792510398597478,7,1.0,6
I-II,2,normal-vs-normal,Endothelial cell venous,AQP1,7,0.8670950348689139,0.7806994179423211,0.8965791910602579,7,1.0,7
I-II,2,normal-vs-normal,Endothelial cell venous,RNASE1,7,0.8666597067490727,0.8221349092487786,0.936749124144643,7,1.0,8
I-II,2,normal-vs-normal,Endothelial cell venous,CLEC14A,7,0.8511397273457523,0.7511797257788367,0.9396736524201654,7,1.0,9
I-II,2,normal-vs-normal,Endothelial cell venous,PLVAP,7,0.8501853647945853,0.7954149596340435,0.8917183966040981,7,1.0,10
I-II,2,normal-vs-normal,Fibroblast adventitial,DCN,6,0.9214988307624443,0.8372104669901141,0.9726432634636982,6,1.0,1
I-II,2,normal-vs-normal,Fibroblast adventitial,RARRES2,6,0.9100575189301616,0.7807006780286234,0.9652077220072747,6,1.0,2
I-II,2,normal-vs-normal,Fibroblast adventitial,COL1A2,6,0.901421293254595,0.8623029998180323,0.9527707748558173,6,1.0,3
I-II,2,normal-vs-normal,Fibroblast adventitial,C1R,6,0.8911856949710625,0.7160921300643586,0.9662626517860384,6,1.0,4
I-II,2,normal-vs-normal,Fibroblast adventitial,TIMP1,6,0.8906187942392011,0.8135086638925673,0.9377661513820508,6,1.0,5
I-II,2,normal-vs-normal,Fibroblast adventitial,NBL1,6,0.889703293616765,0.8138338117241706,0.9567213420726847,6,1.0,6
I-II,2,normal-vs-normal,Fibroblast adventitial,LUM,6,0.8894562618712913,0.8265606557811156,0.9728830893506573,6,1.0,7
I-II,2,normal-vs-normal,Fibroblast adventitial,COL1A1,6,0.8847562147461354,0.7695051334233729,0.9547684322951019,6,1.0,8
I-II,2,normal-vs-normal,Fibroblast adventitial,SELENOM,6,0.8817475528395521,0.7040942135746752,0.9675505282664463,6,1.0,9
I-II,2,normal-vs-normal,Fibroblast adventitial,COL3A1,6,0.8787696564557458,0.8326468994029296,0.9196270793672922,6,1.0,10
I-II,2,normal-vs-normal,Fibroblast alveolar,LUM,6,0.975808841455204,0.9622670884012073,0.9892998548974614,6,1.0,1
I-II,2,normal-vs-normal,Fibroblast alveolar,DCN,6,0.9706423777560661,0.9633281638798689,0.9769179125477683,6,1.0,2
I-II,2,normal-vs-normal,Fibroblast alveolar,RARRES2,6,0.9610087214760545,0.9438233330529855,0.9753724192548721,6,1.0,3
I-II,2,normal-vs-normal,Fibroblast alveolar,MGP,6,0.9385799372404872,0.9226868351842612,0.9559025088283972,6,1.0,4
I-II,2,normal-vs-normal,Fibroblast alveolar,MFAP4,6,0.9356599895598919,0.8246959226397553,0.9896586929759114,6,1.0,5
I-II,2,normal-vs-normal,Fibroblast alveolar,C1R,6,0.9298357769710615,0.8887058946515454,0.9632600454884782,6,1.0,6
I-II,2,normal-vs-normal,Fibroblast alveolar,SERPING1,6,0.9281952789304077,0.8583407818107043,0.9575142061744061,6,1.0,7
I-II,2,normal-vs-normal,Fibroblast alveolar,A2M,6,0.9265106463367037,0.7751818777226386,0.985560716276757,6,1.0,8
I-II,2,normal-vs-normal,Fibroblast alveolar,C1S,6,0.9202554718281348,0.7407112832663227,0.9856668988402421,6,1.0,9
I-II,2,normal-vs-normal,Fibroblast alveolar,COL1A2,6,0.9181583685914969,0.8647202127558459,0.9481366533312692,6,1.0,10
I-II,2,normal-vs-normal,Fibroblast peribronchial,COL1A1,7,0.9765693971691775,0.9502824810261381,0.9955055274158638,7,1.0,1
I-II,2,normal-vs-normal,Fibroblast peribronchial,COL3A1,7,0.9763601710509662,0.9625752946245366,0.9951523697799615,7,1.0,2
I-II,2,normal-vs-normal,Fibroblast peribronchial,COL1A2,7,0.973532297631564,0.956400960999983,0.9955387310748961,7,1.0,3
I-II,2,normal-vs-normal,Fibroblast peribronchial,LUM,7,0.9658396897596999,0.9302750733330319,0.9909657812026703,7,1.0,4
I-II,2,normal-vs-normal,Fibroblast peribronchial,COL6A3,7,0.950363940073926,0.9129421263247964,0.9812845467579909,7,1.0,5
I-II,2,normal-vs-normal,Fibroblast peribronchial,COL6A2,7,0.9484181115772673,0.9253118064124137,0.9796084296360443,7,1.0,6
I-II,2,normal-vs-normal,Fibroblast peribronchial,C1S,7,0.9448613111408898,0.9087358680074303,0.9757800687857269,7,1.0,7
I-II,2,normal-vs-normal,Fibroblast peribronchial,BGN,7,0.9425226153373741,0.9084301893142103,0.9796365941745108,7,1.0,8
I-II,2,normal-vs-normal,Fibroblast peribronchial,DCN,7,0.9411486076747988,0.8749231817601375,0.9860660839292053,7,1.0,9
I-II,2,normal-vs-normal,Fibroblast peribronchial,SPARC,7,0.9410706606312862,0.8978792428680276,0.9880182210017648,7,1.0,10
I-II,2,normal-vs-normal,Macrophage,FTL,7,0.9491919822190444,0.9297366933770377,0.970711144518564,7,1.0,1
I-II,2,normal-vs-normal,Macrophage,TYROBP,7,0.9048986864361792,0.8460468927667447,0.9409131154684446,7,1.0,2
I-II,2,normal-vs-normal,Macrophage,CTSD,7,0.904168060227419,0.858727574412093,0.9480666168222571,7,1.0,3
I-II,2,normal-vs-normal,Macrophage,CD68,7,0.8964009879181026,0.8409079935787003,0.9363124161538948,7,1.0,4
I-II,2,normal-vs-normal,Macrophage,GLUL,7,0.8940347846735074,0.8416316586407295,0.9189797580614393,7,1.0,5
I-II,2,normal-vs-normal,Macrophage,CTSB,7,0.8900551349664324,0.8194997457383669,0.9569536922669312,7,1.0,6
I-II,2,normal-vs-normal,Macrophage,FCER1G,7,0.8881891160610664,0.8195253942664995,0.9284056885794187,7,1.0,7
I-II,2,normal-vs-normal,Macrophage,APOC1,7,0.8777399590647285,0.7973418907614421,0.9307593386320564,7,1.0,8
I-II,2,normal-vs-normal,Macrophage,C1QA,7,0.8729700322060003,0.8456740636917773,0.895592216563145,7,1.0,9
I-II,2,normal-vs-normal,Macrophage,APOE,7,0.8662511597039877,0.8124643541016702,0.8992176090427472,7,1.0,10
I-II,2,normal-vs-normal,Macrophage alveolar,APOC1,6,0.8426646406542768,0.7105920839831479,0.935521071387609,6,1.0,1
I-II,2,normal-vs-normal,Macrophage alveolar,APOE,6,0.8356313482801895,0.6806116625319582,0.9324978980146333,6,1.0,2
I-II,2,normal-vs-normal,Macrophage alveolar,CTSD,6,0.8193150575740614,0.7259596623869919,0.9091101218994508,6,1.0,3
I-II,2,normal-vs-normal,Macrophage alveolar,C1QA,6,0.8076927997136076,0.7007989212085413,0.8818302740614091,6,1.0,4
I-II,2,normal-vs-normal,Macrophage alveolar,GLUL,6,0.7707433352595975,0.6699160115260355,0.8254497777132545,6,1.0,5
I-II,2,normal-vs-normal,Macrophage alveolar,LYZ,6,0.7619418381842973,0.69304198559768,0.8634740756088581,6,1.0,6
I-II,2,normal-vs-normal,Macrophage alveolar,C1QB,6,0.7601830071687884,0.6625337015257624,0.8679791901792222,6,1.0,7
I-II,2,normal-vs-normal,Macrophage alveolar,CTSL,6,0.741941967329531,0.6540475701440752,0.8449758417517921,6,1.0,8
I-II,2,normal-vs-normal,Macrophage alveolar,FTL,5,0.8678879491433571,0.8008827021735548,0.9568742040005471,6,0.8333333333333334,9
I-II,2,normal-vs-normal,Macrophage alveolar,CTSB,5,0.7985745700880044,0.6803959547716676,0.8887070099938267,6,0.8333333333333334,10
I-II,2,normal-vs-normal,Mast cell,TPSAB1,7,0.9908686528648295,0.9613817106073476,1.0000000016806283,7,1.0,1
I-II,2,normal-vs-normal,Mast cell,CPA3,7,0.9632170966467085,0.8257610824554121,1.0000000009018455,7,1.0,2
I-II,2,normal-vs-normal,Mast cell,CLU,7,0.8991859211526576,0.8223880485217631,0.9473120000482202,7,1.0,3
I-II,2,normal-vs-normal,Mast cell,MS4A2,7,0.8976288267444925,0.7307692323849663,0.9874565811834912,7,1.0,4
I-II,2,normal-vs-normal,Mast cell,HPGDS,7,0.8841750946301012,0.8125697322004046,0.9645190650113287,7,1.0,5
I-II,2,normal-vs-normal,Mast cell,VWA5A,7,0.8423139821920164,0.7242954836790613,0.9158691832799428,7,1.0,6
I-II,2,normal-vs-normal,Mast cell,SLC18A2,7,0.8391848845400626,0.7286789317809689,0.9610161144596505,7,1.0,7
I-II,2,normal-vs-normal,Mast cell,KIT,7,0.8274102755265352,0.6628843514495355,0.9559295212526039,7,1.0,8
I-II,2,normal-vs-normal,Mast cell,CD9,7,0.8219645038588885,0.6769153021243907,0.883502749245362,7,1.0,9
I-II,2,normal-vs-normal,Mast cell,HPGD,7,0.8162062136319258,0.6564202796138476,0.9040870996153979,7,1.0,10
I-II,2,normal-vs-normal,Monocyte classical,S100A9,7,0.8769171537448551,0.7754357113114082,0.9446644981238927,7,1.0,1
I-II,2,normal-vs-normal,Monocyte classical,LYZ,7,0.863355750138387,0.8163563456136302,0.9057465448860677,7,1.0,2
I-II,2,normal-vs-normal,Monocyte classical,S100A8,7,0.8589183403448082,0.7154457143598358,0.926952158754881,7,1.0,3
I-II,2,normal-vs-normal,Monocyte classical,TYROBP,7,0.8274740492990332,0.7748709775028463,0.8851904988367766,7,1.0,4
I-II,2,normal-vs-normal,Monocyte classical,FCN1,7,0.8100629647589075,0.7305268626229203,0.9073203852220186,7,1.0,5
I-II,2,normal-vs-normal,Monocyte classical,AIF1,7,0.795047541161171,0.6750512362811505,0.8688333113403903,7,1.0,6
I-II,2,normal-vs-normal,Monocyte classical,FCER1G,7,0.7902231944738318,0.6952239088056104,0.8634435977286886,7,1.0,7
I-II,2,normal-vs-normal,Monocyte classical,SERPINA1,7,0.7727846119980482,0.6911535552809291,0.8424433484790823,7,1.0,8
I-II,2,normal-vs-normal,Monocyte classical,CD14,7,0.7674790223908561,0.6923309216509117,0.8650877421540812,7,1.0,9
I-II,2,normal-vs-normal,Monocyte classical,FTL,7,0.7591163214765272,0.6581114345956072,0.8263500552578044,7,1.0,10
I-II,2,normal-vs-normal,Monocyte non-classical,LST1,6,0.9708228874604327,0.9492482833232013,0.9852263931920809,6,1.0,1
I-II,2,normal-vs-normal,Monocyte non-classical,CTSS,6,0.9488916375163634,0.9309251911486774,0.9638439420764919,6,1.0,2
I-II,2,normal-vs-normal,Monocyte non-classical,AIF1,6,0.9119158637839849,0.8443146896615933,0.9535993128628236,6,1.0,3
I-II,2,normal-vs-normal,Monocyte non-classical,SERPINA1,6,0.9011855088921769,0.8637707129655264,0.927458340677102,6,1.0,4
I-II,2,normal-vs-normal,Monocyte non-classical,FCER1G,6,0.8926116194608832,0.8347265440239465,0.9481866023869537,6,1.0,5
I-II,2,normal-vs-normal,Monocyte non-classical,FCN1,6,0.883261083466009,0.7671070776027532,0.9845001019961209,6,1.0,6
I-II,2,normal-vs-normal,Monocyte non-classical,TYROBP,6,0.8778334974402026,0.8564881071061375,0.9127817553374982,6,1.0,7
I-II,2,normal-vs-normal,Monocyte non-classical,MS4A7,6,0.8759101025772914,0.7620816484863412,0.9637287441504524,6,1.0,8
I-II,2,normal-vs-normal,Monocyte non-classical,FCGR3A,6,0.8692491713081226,0.7294653883540854,0.9447635696232088,6,1.0,9
I-II,2,normal-vs-normal,Monocyte non-classical,PSAP,6,0.8646578439044105,0.7840389957591545,0.9368582547149633,6,1.0,10
I-II,2,normal-vs-normal,NK cell,NKG7,7,0.8841581200145635,0.7594676697546747,0.9604424998277168,7,1.0,1
