stage,cluster,contrast,cell_type,gene,dataset_support,mean_auc,min_auc,max_auc,eligible_datasets,support_fraction,rank
III-IV,0,normal-vs-normal,Endothelial cell lymphatic,SPTBN1,6,0.8691326130442091,0.7279215596054923,0.9615964963120645,6,1.0,7
III-IV,0,normal-vs-normal,Endothelial cell lymphatic,CAVIN2,6,0.8632613773315893,0.7360096910462335,0.9723002632537475,6,1.0,8
III-IV,0,normal-vs-normal,Endothelial cell lymphatic,FABP4,6,0.8589039809504654,0.7092544834777125,0.9714559136020403,6,1.0,9
III-IV,0,normal-vs-normal,Endothelial cell lymphatic,PROX1,6,0.85782982908565,0.7492588915482213,0.9974770376275438,6,1.0,10
III-IV,0,normal-vs-normal,Endothelial cell venous,VWF,10,0.9341397679427617,0.7700505856237615,0.9999999948056456,10,1.0,1
III-IV,0,normal-vs-normal,Endothelial cell venous,SPARCL1,10,0.9076152907531625,0.738354486690347,0.9991649422077422,10,1.0,2
III-IV,0,normal-vs-normal,Endothelial cell venous,PECAM1,10,0.9056401285176499,0.7018676761872262,0.98848799793156,10,1.0,3
III-IV,0,normal-vs-normal,Endothelial cell venous,AQP1,10,0.9045308894799611,0.8295242284854843,0.9612952608272615,10,1.0,4
III-IV,0,normal-vs-normal,Endothelial cell venous,RAMP2,10,0.8970696991412668,0.7385159168428512,0.9999910918452858,10,1.0,5
III-IV,0,normal-vs-normal,Endothelial cell venous,TM4SF1,10,0.8860646702656798,0.761260029304641,0.9560704081280149,10,1.0,6
III-IV,0,normal-vs-normal,Endothelial cell venous,CLEC14A,10,0.8848596956723943,0.7308461989568239,0.9998827083580459,10,1.0,7
III-IV,0,normal-vs-normal,Endothelial cell venous,EPAS1,10,0.8800429476718212,0.7563265667916588,0.9430422607971255,10,1.0,8
III-IV,0,normal-vs-normal,Endothelial cell venous,IGFBP7,10,0.8688917824942399,0.721460127357011,0.9937814892371504,10,1.0,9
III-IV,0,normal-vs-normal,Endothelial cell venous,ENG,10,0.8560798681953228,0.67592237575867,0.9483136842988914,10,1.0,10
III-IV,0,normal-vs-normal,Fibroblast adventitial,C1R,9,0.9419906301519221,0.9091214070464769,0.9793169777364397,9,1.0,1
III-IV,0,normal-vs-normal,Fibroblast adventitial,C1S,9,0.9353253935300625,0.8564136614405768,0.9898060646020201,9,1.0,2
III-IV,0,normal-vs-normal,Fibroblast adventitial,COL1A2,9,0.9170887123572603,0.86474296127765,0.961583714285621,9,1.0,3
III-IV,0,normal-vs-normal,Fibroblast adventitial,NBL1,9,0.9102140865531254,0.7872738009332968,0.976672639959248,9,1.0,4
III-IV,0,normal-vs-normal,Fibroblast adventitial,NNMT,9,0.9082006444218802,0.8081652722588898,0.9663455689102621,9,1.0,5
III-IV,0,normal-vs-normal,Fibroblast adventitial,RARRES2,9,0.907847276898898,0.7776721001704312,0.9787829445364264,9,1.0,6
III-IV,0,normal-vs-normal,Fibroblast adventitial,COL6A2,9,0.8952058308625579,0.7886868007000376,0.9653772470765359,9,1.0,7
III-IV,0,normal-vs-normal,Fibroblast adventitial,BGN,9,0.8944223109006957,0.7373634541851647,0.9683441557164035,9,1.0,8
III-IV,0,normal-vs-normal,Fibroblast adventitial,SERPING1,9,0.8872725109572256,0.8075614550230158,0.9966051748779045,9,1.0,9
III-IV,0,normal-vs-normal,Fibroblast adventitial,IFITM3,9,0.886278502794036,0.8252445296459898,0.9772733085688244,9,1.0,10
III-IV,0,normal-vs-normal,Fibroblast alveolar,A2M,8,0.9612285556707771,0.9045633250100762,0.9860338517903224,8,1.0,1
III-IV,0,normal-vs-normal,Fibroblast alveolar,DCN,8,0.9529185031862336,0.9161623561726056,0.9781520588474044,8,1.0,2
III-IV,0,normal-vs-normal,Fibroblast alveolar,LUM,8,0.9499308984321491,0.9162151110699843,0.9781043048653725,8,1.0,3
III-IV,0,normal-vs-normal,Fibroblast alveolar,FBLN1,8,0.9253347328090875,0.7883137361531924,0.980339419645247,8,1.0,4
III-IV,0,normal-vs-normal,Fibroblast alveolar,COL1A2,8,0.9141370847786097,0.8505930226652344,0.9596684428311668,8,1.0,5
III-IV,0,normal-vs-normal,Fibroblast alveolar,MMP2,8,0.9111633485447195,0.8090326932081321,0.9694015519760888,8,1.0,6
III-IV,0,normal-vs-normal,Fibroblast alveolar,C1S,8,0.9108044252124095,0.8054290015006739,0.9665988418135287,8,1.0,7
III-IV,0,normal-vs-normal,Fibroblast alveolar,RARRES2,8,0.9049619104680627,0.7248691122485327,0.9640307933337282,8,1.0,8
III-IV,0,normal-vs-normal,Fibroblast alveolar,SERPING1,8,0.9027974561860366,0.7999549614486768,0.9303208375766181,8,1.0,9
III-IV,0,normal-vs-normal,Fibroblast alveolar,COL6A3,8,0.9023056066286618,0.7654063264502302,0.9575327063777624,8,1.0,10
III-IV,0,normal-vs-normal,Fibroblast peribronchial,COL1A1,10,0.9805003744997013,0.957878467274407,0.9999967168324005,10,1.0,1
III-IV,0,normal-vs-normal,Fibroblast peribronchial,COL3A1,10,0.9776451847624058,0.9494521207204651,0.9999999996789951,10,1.0,2
III-IV,0,normal-vs-normal,Fibroblast peribronchial,COL1A2,10,0.9770827487637662,0.9560437552050403,0.9999999996789951,10,1.0,3
III-IV,0,normal-vs-normal,Fibroblast peribronchial,LUM,10,0.9672520407118841,0.9123548588184125,0.9999999996789951,10,1.0,4
III-IV,0,normal-vs-normal,Fibroblast peribronchial,COL6A3,10,0.9590054731097934,0.8603255920395647,0.999990584379279,10,1.0,5
III-IV,0,normal-vs-normal,Fibroblast peribronchial,SPARC,10,0.9544860975228306,0.9207992937840396,0.9953259405440364,10,1.0,6
III-IV,0,normal-vs-normal,Fibroblast peribronchial,DCN,10,0.9473987340020358,0.8746935414193174,0.9974457198255234,10,1.0,7
III-IV,0,normal-vs-normal,Fibroblast peribronchial,FN1,10,0.9440485067222861,0.9148995988454269,0.9781848817005628,10,1.0,8
III-IV,0,normal-vs-normal,Fibroblast peribronchial,COL5A2,10,0.9410607183696502,0.8624066889797407,0.993189061534402,10,1.0,9
III-IV,0,normal-vs-normal,Fibroblast peribronchial,BGN,10,0.9364403541370487,0.8074718991916828,0.9994291224080234,10,1.0,10
III-IV,0,normal-vs-normal,Macrophage,FTL,10,0.9489933584970285,0.9261018870997072,0.9742771686214898,10,1.0,1
III-IV,0,normal-vs-normal,Macrophage,CTSB,10,0.9304587447822931,0.8961300024609266,0.9735084506640488,10,1.0,2
III-IV,0,normal-vs-normal,Macrophage,CTSD,10,0.9260413336643193,0.8636074175246549,0.9578133784281628,10,1.0,3
III-IV,0,normal-vs-normal,Macrophage,TYROBP,10,0.9078935286115046,0.8664280281466458,0.9480768036792859,10,1.0,4
III-IV,0,normal-vs-normal,Macrophage,GLUL,10,0.9042081650415328,0.8572794583738176,0.9559129380995853,10,1.0,5
III-IV,0,normal-vs-normal,Macrophage,PSAP,10,0.8989818461770115,0.8186561461720421,0.9685788086377208,10,1.0,6
III-IV,0,normal-vs-normal,Macrophage,FCER1G,10,0.8988471093267438,0.8071648240483141,0.9599659890279932,10,1.0,7
III-IV,0,normal-vs-normal,Macrophage,GPNMB,10,0.8935230831358515,0.8273313665214446,0.9633742003938157,10,1.0,8
III-IV,0,normal-vs-normal,Macrophage,C1QA,10,0.8862591817512151,0.8230648048690058,0.9340080177047082,10,1.0,9
III-IV,0,normal-vs-normal,Macrophage,CD68,10,0.8847770578693023,0.7268252999006135,0.9650779188489668,10,1.0,10
III-IV,0,normal-vs-normal,Macrophage alveolar,C1QA,10,0.8302923549475179,0.6743391793049106,0.9835330135136486,10,1.0,1
III-IV,0,normal-vs-normal,Macrophage alveolar,APOC1,9,0.8718016438349435,0.6577695960292127,0.9847583317802501,10,0.9,2
III-IV,0,normal-vs-normal,Macrophage alveolar,GPNMB,9,0.852770943841384,0.715053489876694,0.9328067788082274,10,0.9,3
III-IV,0,normal-vs-normal,Macrophage alveolar,APOE,9,0.8522536813977761,0.6873169549840307,0.974252923135787,10,0.9,4
III-IV,0,normal-vs-normal,Macrophage alveolar,C1QB,9,0.8453903023465993,0.6732665399204746,0.9741199100667004,10,0.9,5
III-IV,0,normal-vs-normal,Macrophage alveolar,MS4A7,9,0.8201890513182526,0.6684404657346327,0.9583140607939724,10,0.9,6
III-IV,0,normal-vs-normal,Macrophage alveolar,C1QC,9,0.8139710508149227,0.6641557110510046,0.9498491396472695,10,0.9,7
III-IV,0,normal-vs-normal,Macrophage alveolar,CD68,9,0.8095494291486028,0.652087758200899,0.944502488892659,10,0.9,8
III-IV,0,normal-vs-normal,Macrophage alveolar,CTSL,9,0.797232804184029,0.6580528580021429,0.9035420265751875,10,0.9,9
III-IV,0,normal-vs-normal,Macrophage alveolar,FCGR3A,9,0.7923820139466557,0.6530233590036043,0.9228400978605128,10,0.9,10
III-IV,0,normal-vs-normal,Mast cell,CPA3,10,0.9855015393083331,0.9445138094004037,0.9999999945666693,10,1.0,1
III-IV,0,normal-vs-normal,Mast cell,TPSB2,10,0.9851326800466058,0.9328207204927964,1.0000000007708292,10,1.0,2
III-IV,0,normal-vs-normal,Mast cell,TPSAB1,10,0.9837752709292003,0.9264376863175396,1.0000000007708292,10,1.0,3
III-IV,0,normal-vs-normal,Mast cell,MS4A2,10,0.9508023725585458,0.8615408261833626,0.9999944531771995,10,1.0,4
III-IV,0,normal-vs-normal,Mast cell,HPGDS,10,0.9087911258372714,0.6986157045614708,0.9971352879951352,10,1.0,5
III-IV,0,normal-vs-normal,Mast cell,KIT,10,0.9054465315262611,0.7719433289444406,0.9999958133496502,10,1.0,6
III-IV,0,normal-vs-normal,Mast cell,SLC18A2,10,0.9018971553579236,0.8339842531677317,0.9870224073571536,10,1.0,7
III-IV,0,normal-vs-normal,Mast cell,GATA2,10,0.897105274668539,0.7001925052858853,0.9980729329086467,10,1.0,8
III-IV,0,normal-vs-normal,Mast cell,VWA5A,10,0.8845129000559343,0.7852225652743444,0.9994991853145573,10,1.0,9
III-IV,0,normal-vs-normal,Mast cell,CLU,10,0.874067719556925,0.748077167731195,0.9853928577078298,10,1.0,10
III-IV,0,normal-vs-normal,Mesothelial,HP,1,1.000000002471483,1.000000002471483,1.000000002471483,1,1.0,1
III-IV,0,normal-vs-normal,Mesothelial,MSLN,1,1.000000002471483,1.000000002471483,1.000000002471483,1,1.0,2
III-IV,0,normal-vs-normal,Mesothelial,SELENBP1,1,1.000000002471483,1.000000002471483,1.000000002471483,1,1.0,3
III-IV,0,normal-vs-normal,Mesothelial,UPK3B,1,1.000000002471483,1.000000002471483,1.000000002471483,1,1.0,4
III-IV,0,normal-vs-normal,Mesothelial,PDZK1IP1,1,0.9999537402829259,0.9999537402829259,0.9999537402829259,1,1.0,5
III-IV,0,normal-vs-normal,Mesothelial,CALB2,1,0.9999392376939246,0.9999392376939246,0.9999392376939246,1,1.0,6
III-IV,0,normal-vs-normal,Mesothelial,KRT8,1,0.9999276648030743,0.9999276648030743,0.9999276648030743,1,1.0,7
III-IV,0,normal-vs-normal,Mesothelial,PRG4,1,0.9998689750108575,0.9998689750108575,0.9998689750108575,1,1.0,8
III-IV,0,normal-vs-normal,Mesothelial,KLK11,1,0.9997656558572355,0.9997656558572355,0.9997656558572355,1,1.0,9
III-IV,0,normal-vs-normal,Mesothelial,SLPI,1,0.9995177503123039,0.9995177503123039,0.9995177503123039,1,1.0,10
III-IV,0,normal-vs-normal,Monocyte classical,LYZ,10,0.8582858102830979,0.7773241793260317,0.933581959048126,10,1.0,1
III-IV,0,normal-vs-normal,Monocyte classical,S100A9,10,0.8325811815219755,0.7127313758130135,0.9593663487510615,10,1.0,2
III-IV,0,normal-vs-normal,Monocyte classical,S100A8,10,0.827180451539876,0.6776479299625143,0.9527894851636397,10,1.0,3
III-IV,0,normal-vs-normal,Monocyte classical,TYROBP,10,0.8077633337764507,0.6559038158233867,0.8829368026898835,10,1.0,4
III-IV,0,normal-vs-normal,Monocyte classical,FCN1,10,0.8025284093117093,0.6935843279593381,0.9138625629696421,10,1.0,5
III-IV,0,normal-vs-normal,Monocyte classical,FCER1G,10,0.7954101047957765,0.6694364732720065,0.8907328926036782,10,1.0,6
III-IV,0,normal-vs-normal,Monocyte classical,PLAUR,10,0.7844806098084833,0.6786210422605767,0.8771630049533241,10,1.0,7
III-IV,0,normal-vs-normal,Monocyte classical,CD14,10,0.7791357446086205,0.6529599522184099,0.8776967709279488,10,1.0,8
III-IV,0,normal-vs-normal,Monocyte classical,CTSS,10,0.7755591084424686,0.6960458070211771,0.8760071114857426,10,1.0,9
III-IV,0,normal-vs-normal,Monocyte classical,SERPINA1,10,0.7685183187804921,0.6521760052820885,0.9007640298387426,10,1.0,10
III-IV,0,normal-vs-normal,Monocyte non-classical,LST1,8,0.9577202490192739,0.9021455392497965,0.9903508053454304,8,1.0,1
III-IV,0,normal-vs-normal,Monocyte non-classical,CTSS,8,0.940231066444589,0.9005385193734495,0.9744738722672428,8,1.0,2
III-IV,0,normal-vs-normal,Monocyte non-classical,FCGR3A,8,0.9310768677702388,0.7958502177820278,0.9916521575817729,8,1.0,3
III-IV,0,normal-vs-normal,Monocyte non-classical,AIF1,8,0.9284423862472965,0.8958234900109595,0.9538883089547365,8,1.0,4
III-IV,0,normal-vs-normal,Monocyte non-classical,FCER1G,8,0.91318009770382,0.8742952674710985,0.9473098860926298,8,1.0,5
III-IV,0,normal-vs-normal,Monocyte non-classical,FCN1,8,0.9032866172006652,0.7897539498178049,0.9637087506728554,8,1.0,6
III-IV,0,normal-vs-normal,Monocyte non-classical,SERPINA1,8,0.9000995711320938,0.8166233312992678,0.9453050796396812,8,1.0,7
III-IV,0,normal-vs-normal,Monocyte non-classical,LILRB2,8,0.8957414849331586,0.8042073144277161,0.9919242600900811,8,1.0,8
III-IV,0,normal-vs-normal,Monocyte non-classical,MS4A7,8,0.8874087375638344,0.8418603930074632,0.957160209578637,8,1.0,9
III-IV,0,normal-vs-normal,Monocyte non-classical,S100A4,8,0.8642909065116058,0.7611224251964533,0.9577418589665234,8,1.0,10
III-IV,0,normal-vs-normal,NK cell,NKG7,10,0.9179233549549775,0.8851505855051626,0.9668553203829483,10,1.0,1
III-IV,0,normal-vs-normal,NK cell,GNLY,10,0.8845103066153884,0.8056383027202751,0.9508457895397867,10,1.0,2
III-IV,0,normal-vs-normal,NK cell,KLRD1,10,0.8776683263470035,0.8224743635291177,0.9688254135612931,10,1.0,3
III-IV,0,normal-vs-normal,NK cell,PRF1,10,0.8523178675662028,0.7129367029884012,0.9240743822249122,10,1.0,4
III-IV,0,normal-vs-normal,NK cell,CCL5,10,0.8178004633583544,0.7155433615603811,0.880225819163953,10,1.0,5
III-IV,0,normal-vs-normal,NK cell,GZMB,10,0.8053500786067277,0.7428078813127521,0.8938863218312633,10,1.0,6
III-IV,0,normal-vs-normal,NK cell,GZMA,10,0.80403654776264,0.6899000946810525,0.8623147833496883,10,1.0,7
III-IV,0,normal-vs-normal,NK cell,CD247,10,0.7956018773209,0.6711837054483788,0.8681733212350091,10,1.0,8
III-IV,0,normal-vs-normal,NK cell,CST7,10,0.7882738137862132,0.6785497699309414,0.9029499321625738,10,1.0,9
III-IV,0,normal-vs-normal,NK cell,CCL4,10,0.7840367813946021,0.7083898644994208,0.8655106638293456,10,1.0,10
III-IV,0,normal-vs-normal,NK cell dividing,NKG7,8,0.9446179451181621,0.9091061638951143,0.9776864767196062,8,1.0,1
III-IV,0,normal-vs-normal,NK cell dividing,GZMA,8,0.931223683794423,0.8414174677379468,0.9856611749674634,8,1.0,2
III-IV,0,normal-vs-normal,NK cell dividing,GNLY,8,0.92570503969205,0.8458466875440013,0.9886794985042568,8,1.0,3
III-IV,0,normal-vs-normal,NK cell dividing,TRDC,8,0.9160827754710574,0.8026823192453201,0.9839653665910353,8,1.0,4
III-IV,0,normal-vs-normal,NK cell dividing,STMN1,8,0.9011860101197342,0.8349404236145815,0.9669516226993419,8,1.0,5
III-IV,0,normal-vs-normal,NK cell dividing,GZMB,8,0.8950112211005338,0.699457681034759,0.9773569519085745,8,1.0,6
III-IV,0,normal-vs-normal,NK cell dividing,CTSW,8,0.892142610895641,0.6894084084014288,0.9777662880274289,8,1.0,7
III-IV,0,normal-vs-normal,NK cell dividing,KLRD1,8,0.8869839060507195,0.7358908515570703,0.9758962637594597,8,1.0,8
III-IV,0,normal-vs-normal,NK cell dividing,PRF1,8,0.8789878123094697,0.6730257683628714,0.9672421395384623,8,1.0,9
III-IV,0,normal-vs-normal,NK cell dividing,HMGB2,8,0.8748407246669416,0.7589765791780158,0.9556175359062813,8,1.0,10
III-IV,0,normal-vs-normal,Neutrophils,CSF3R,5,0.9024681900379743,0.7839943424357402,0.97294041162019,5,1.0,1
III-IV,0,normal-vs-normal,Neutrophils,NAMPT,5,0.8962926098144168,0.8332204283320652,0.9592637947586143,5,1.0,2
III-IV,0,normal-vs-normal,Neutrophils,G0S2,5,0.8840126162439151,0.7702214096247496,0.9330721165577043,5,1.0,3
III-IV,0,normal-vs-normal,Neutrophils,S100A8,5,0.8837578027202639,0.7598245021111336,0.9322434206116103,5,1.0,4
III-IV,0,normal-vs-normal,Neutrophils,S100A9,5,0.8833246801850224,0.7882629734472324,0.9454967076075832,5,1.0,5
III-IV,0,normal-vs-normal,Neutrophils,SOD2,5,0.8632561876561891,0.7966533255981892,0.9451618353979209,5,1.0,6
III-IV,0,normal-vs-normal,Neutrophils,BCL2A1,5,0.8568516803910654,0.7976984063637732,0.9395964566979426,5,1.0,7
III-IV,0,normal-vs-normal,Neutrophils,CXCL8,5,0.8555910605913212,0.7462550185147303,0.9703752431933488,5,1.0,8
III-IV,0,normal-vs-normal,Neutrophils,IFITM2,5,0.844091233254899,0.7654786372162419,0.9386477216127833,5,1.0,9
III-IV,0,normal-vs-normal,Neutrophils,FPR1,5,0.8347761913203694,0.6824163518334199,0.8877572055069186,5,1.0,10
III-IV,0,normal-vs-normal,Pericyte,NOTCH3,7,0.9593899518897714,0.8990087639903759,0.9916937958970756,7,1.0,1
III-IV,0,normal-vs-normal,Pericyte,PDGFRB,7,0.9565262774076274,0.920551111258009,0.9840473019786553,7,1.0,2
III-IV,0,normal-vs-normal,Pericyte,CALD1,7,0.9514478262825042,0.9117515442293134,0.9736461448976503,7,1.0,3
III-IV,0,normal-vs-normal,Pericyte,IGFBP7,7,0.9473376825986397,0.9031263396222204,0.976501084235052,7,1.0,4
III-IV,0,normal-vs-normal,Pericyte,COL4A2,7,0.9440829797751424,0.9184261514990049,0.988175339264172,7,1.0,5
III-IV,0,normal-vs-normal,Pericyte,NDUFA4L2,7,0.9409451011478767,0.8422182554255587,0.9951274269985808,7,1.0,6
III-IV,0,normal-vs-normal,Pericyte,SPARC,7,0.9357445303660386,0.9019300860900348,0.9793148286193247,7,1.0,7
III-IV,0,normal-vs-normal,Pericyte,LHFPL6,7,0.932684160002697,0.8230015660473851,0.987956367442574,7,1.0,8
III-IV,0,normal-vs-normal,Pericyte,COL4A1,7,0.9240891624539608,0.7487849244564916,0.9909063757951809,7,1.0,9
III-IV,0,normal-vs-normal,Pericyte,SPARCL1,7,0.909610434779334,0.799422138099435,0.9760406261221548,7,1.0,10
III-IV,0,normal-vs-normal,Plasma cell,MZB1,10,0.9182067664165448,0.7913779082229582,0.9931750327485127,10,1.0,1
III-IV,0,normal-vs-normal,Plasma cell,JCHAIN,10,0.8828057369624023,0.6710380587529257,0.9786403917620395,10,1.0,2
III-IV,0,normal-vs-normal,Plasma cell,SSR4,10,0.8820467934514304,0.6638622219106043,0.9699945801648188,10,1.0,3
III-IV,0,normal-vs-normal,Plasma cell,IGKC,10,0.8780781978443123,0.8115668108910346,0.9371396372308752,10,1.0,4
III-IV,0,normal-vs-normal,Plasma cell,DERL3,10,0.8711678753597221,0.6685048135475892,0.9668688586913677,10,1.0,5
III-IV,0,normal-vs-normal,Plasma cell,XBP1,10,0.8511029400138141,0.6674099138011902,0.9710121852430778,10,1.0,6
III-IV,0,normal-vs-normal,Plasma cell,FKBP11,10,0.8484455792420735,0.689202924705799,0.9526833756301637,10,1.0,7
III-IV,0,normal-vs-normal,Plasma cell,IGHG1,10,0.8449980360626561,0.7318579182394417,0.9296485194738593,10,1.0,8
III-IV,0,normal-vs-normal,Plasma cell,IGHG4,10,0.8377513430513719,0.693091853278555,0.9132650148689354,10,1.0,9
III-IV,0,normal-vs-normal,Plasma cell,IGHG3,9,0.8539707070875543,0.7250159074412359,0.9297536903964123,10,0.9,10
III-IV,0,normal-vs-normal,Plasma cell dividing,MZB1,6,0.985650352722175,0.9702831242451643,0.994996255804122,6,1.0,1
III-IV,0,normal-vs-normal,Plasma cell dividing,SEC11C,6,0.9802815644946373,0.960460132276223,0.9960302712515455,6,1.0,2
III-IV,0,normal-vs-normal,Plasma cell dividing,XBP1,6,0.9772275926267021,0.9528683230982615,0.9934500762734199,6,1.0,3
III-IV,0,normal-vs-normal,Plasma cell dividing,DERL3,6,0.9727663202767713,0.9589381695027789,0.9780082662405903,6,1.0,4
III-IV,0,normal-vs-normal,Plasma cell dividing,HSP90B1,6,0.9607195135581366,0.9107313834617432,0.993682195144777,6,1.0,5
III-IV,0,normal-vs-normal,Plasma cell dividing,SSR4,6,0.9591993165710835,0.9359692264291872,0.9807686299190167,6,1.0,6
III-IV,0,normal-vs-normal,Plasma cell dividing,JCHAIN,6,0.9529205344439523,0.875294217368503,0.9878920922939877,6,1.0,7
III-IV,0,normal-vs-normal,Plasma cell dividing,MANF,6,0.9467965001344661,0.8716807715461511,0.9909509738373165,6,1.0,8
III-IV,0,normal-vs-normal,Plasma cell dividing,MTDH,6,0.9456766482174417,0.8679266305291276,0.9989651921044508,6,1.0,9
III-IV,0,normal-vs-normal,Plasma cell dividing,POU2AF1,6,0.944349979659623,0.829293446977905,0.9915393796764262,6,1.0,10
III-IV,0,normal-vs-normal,ROS1+ healthy epithelial,WSB1,1,0.9964693945733507,0.9964693945733507,0.9964693945733507,1,1.0,1
III-IV,0,normal-vs-normal,ROS1+ healthy epithelial,GABRE,1,0.9949030136248028,0.9949030136248028,0.9949030136248028,1,1.0,2
III-IV,0,normal-vs-normal,ROS1+ healthy epithelial,RANBP17,1,0.9947924451387622,0.9947924451387622,0.9947924451387622,1,1.0,3
III-IV,0,normal-vs-normal,ROS1+ healthy epithelial,SNX25,1,0.989277068067862,0.989277068067862,0.989277068067862,1,1.0,4
III-IV,0,normal-vs-normal,ROS1+ healthy epithelial,CIT,1,0.9878124912566252,0.9878124912566252,0.9878124912566252,1,1.0,5
III-IV,0,normal-vs-normal,ROS1+ healthy epithelial,TFCP2L1,1,0.9868224461546896,0.9868224461546896,0.9868224461546896,1,1.0,6
III-IV,0,normal-vs-normal,ROS1+ healthy epithelial,DNAH5,1,0.9857684695063667,0.9857684695063667,0.9857684695063667,1,1.0,7
III-IV,0,normal-vs-normal,ROS1+ healthy epithelial,EPB41L5,1,0.9850718651040291,0.9850718651040291,0.9850718651040291,1,1.0,8
III-IV,0,normal-vs-normal,ROS1+ healthy epithelial,TMEM125,1,0.9832921881840186,0.9832921881840186,0.9832921881840186,1,1.0,9
III-IV,0,normal-vs-normal,ROS1+ healthy epithelial,SFTPB,1,0.9831075125812558,0.9831075125812558,0.9831075125812558,1,1.0,10
III-IV,0,normal-vs-normal,Smooth muscle cell,TAGLN,4,0.9680466457969377,0.9553501491367371,0.9796367595585648,4,1.0,1
III-IV,0,normal-vs-normal,Smooth muscle cell,ACTA2,4,0.9456380419534075,0.9205474086610184,0.9654443458598766,4,1.0,2
III-IV,0,normal-vs-normal,Smooth muscle cell,MYL9,4,0.9449775970581105,0.9236735991736038,0.9560304630900743,4,1.0,3
III-IV,0,normal-vs-normal,Smooth muscle cell,ADIRF,4,0.937749701679229,0.863840404823395,0.9935351501119623,4,1.0,4
III-IV,0,normal-vs-normal,Smooth muscle cell,MYH11,4,0.9185667983116459,0.8528562859840847,0.9843078100178114,4,1.0,5
III-IV,0,normal-vs-normal,Smooth muscle cell,TPM2,4,0.9123430017032612,0.867071130578146,0.9530199479130663,4,1.0,6
III-IV,0,normal-vs-normal,Smooth muscle cell,CALD1,4,0.9000521213947469,0.8729294524618749,0.9153662325689728,4,1.0,7
III-IV,0,normal-vs-normal,Smooth muscle cell,IGFBP7,4,0.8904573392172733,0.8778872255401632,0.9062406771988502,4,1.0,8
III-IV,0,normal-vs-normal,Smooth muscle cell,SELENOM,4,0.8889640566208118,0.8355171110943086,0.913440765856264,4,1.0,9
III-IV,0,normal-vs-normal,Smooth muscle cell,SPARCL1,4,0.8884071632535894,0.8060795951618727,0.9562946312400631,4,1.0,10
III-IV,0,normal-vs-normal,T cell CD4,IL7R,9,0.7723250385008306,0.6683383852511098,0.8845841040811929,10,0.9,1
III-IV,0,normal-vs-normal,T cell CD4,TRAC,9,0.7472705449528738,0.6827679426991355,0.8266922126379967,10,0.9,2
III-IV,0,normal-vs-normal,T cell CD4,CD3D,8,0.7394655615218116,0.6720855067092762,0.8197519968865414,10,0.8,3
III-IV,0,normal-vs-normal,T cell CD4,CD2,8,0.7247953447772344,0.6667966534075043,0.8043580283422908,10,0.8,4
III-IV,0,normal-vs-normal,T cell CD4,TRBC2,8,0.7240976877411588,0.6795423811636192,0.808855665691398,10,0.8,5
III-IV,0,normal-vs-normal,T cell CD4,IL32,8,0.717688968397615,0.6798169058455081,0.790169484145161,10,0.8,6
III-IV,0,normal-vs-normal,T cell CD4,CD3E,7,0.7259304500859034,0.6552456796836235,0.7744233624270495,10,0.7,7
III-IV,0,normal-vs-normal,T cell CD4,SPOCK2,6,0.7156289723195847,0.6626463532508008,0.7922039466975276,10,0.6,8
III-IV,0,normal-vs-normal,T cell CD4,LTB,5,0.7365773636297375,0.6609768484376618,0.7794043868206328,10,0.5,9
III-IV,0,normal-vs-normal,T cell CD4,CXCR4,5,0.7192809838199128,0.6930500199195815,0.7455735459322443,10,0.5,10
III-IV,0,normal-vs-normal,T cell CD4 dividing,HMGB2,9,0.9052690792592109,0.8369404344951336,0.9760454691748848,9,1.0,1
III-IV,0,normal-vs-normal,T cell CD4 dividing,TRAC,9,0.8835378170684101,0.6976269117867966,0.9438474516807387,9,1.0,2
III-IV,0,normal-vs-normal,T cell CD4 dividing,CD2,9,0.8716204321613292,0.764440623126141,0.9359071488876353,9,1.0,3
III-IV,0,normal-vs-normal,T cell CD4 dividing,STMN1,9,0.8578016385149496,0.8037649473161295,0.9263276267672356,9,1.0,4
III-IV,0,normal-vs-normal,T cell CD4 dividing,CD3D,9,0.8495855625344366,0.6595414210828703,0.9276390916327727,9,1.0,5
III-IV,0,normal-vs-normal,T cell CD4 dividing,HMGN2,9,0.8352084793478283,0.7023240259518834,0.9617757390316176,9,1.0,6
III-IV,0,normal-vs-normal,T cell CD4 dividing,IL32,9,0.8270048330337224,0.7227705137173883,0.9262594244768393,9,1.0,7
III-IV,0,normal-vs-normal,T cell CD4 dividing,SPOCK2,9,0.8266212496397027,0.7199467002852116,0.9444364072402278,9,1.0,8
III-IV,0,normal-vs-normal,T cell CD4 dividing,TUBB,9,0.8143713122314131,0.735082990924924,0.9274770456629877,9,1.0,9
III-IV,0,normal-vs-normal,T cell CD4 dividing,CORO1A,9,0.8075176600225947,0.6634050183855936,0.9083325242882035,9,1.0,10
III-IV,0,normal-vs-normal,T cell CD8 activated,IL7R,10,0.8676528881161424,0.7636654394748656,0.9395269596868836,10,1.0,1
III-IV,0,normal-vs-normal,T cell CD8 activated,CXCR4,10,0.8011737219252681,0.7033410815808591,0.878736980033493,10,1.0,2
III-IV,0,normal-vs-normal,T cell CD8 activated,BTG1,10,0.7528310849985245,0.6511990997613286,0.8635893567140789,10,1.0,3
III-IV,0,normal-vs-normal,T cell CD8 activated,CD2,10,0.7239167432535151,0.6738584986999605,0.77835396999547,10,1.0,4
