interacting_pair,partner_a,partner_b,gene_a,gene_b,directionality,classification,interacting_cells,significant_mean
CXCL9_CXCR3,simple:Q07325,simple:P49682,CXCL9,CXCR3,Ligand-Receptor,Signaling by Chemokines,Monocyte non-classical|T cell CD8 dividing,0.594
CXCL10_CXCR3,simple:P02778,simple:P49682,CXCL10,CXCR3,Ligand-Receptor,Signaling by Chemokines,Monocyte non-classical|T cell CD8 dividing,0.635
IL21_IL21_receptor,simple:Q9HBE4,complex:IL21_receptor,IL21,,Ligand-Receptor,Signaling by Interleukin,Monocyte non-classical|T cell CD8 dividing,0.574
CEACAM5_CD8A,simple:P06731,simple:P01732,CEACAM5,CD8A,Adhesion-Adhesion,Adhesion by CEAM,Monocyte non-classical|T cell CD8 dividing,0.622
TNF_TNFRSF1B,simple:P01375,simple:P20333,TNF,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell CD8 dividing,0.66
CXCL11_CXCR3,simple:O14625,simple:P49682,CXCL11,CXCR3,Ligand-Receptor,Signaling by Chemokines,Monocyte non-classical|T cell CD8 dividing,0.597
CXCL16_CXCR6,simple:Q9H2A7,simple:O00574,CXCL16,CXCR6,Ligand-Receptor,Signaling by Chemokines,Monocyte non-classical|T cell CD8 dividing,0.754
HBEGF_ERBB4,simple:Q99075,simple:Q15303,HBEGF,ERBB4,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|T cell CD8 dividing,0.603
FTL_SCARA5,simple:P02792,simple:Q6ZMJ2,FTL,SCARA5,Ligand-Receptor,,Monocyte non-classical|T cell CD8 dividing,0.597
CD86_CTLA4,simple:P42081,simple:P16410,CD86,CTLA4,Ligand-Receptor,,Monocyte non-classical|T cell CD8 dividing,0.771
CD52_SIGLEC10,simple:P31358,simple:Q96LC7,CD52,SIGLEC10,Ligand-Receptor,,Monocyte non-classical|T cell CD8 dividing,0.576
ProstaglandinE2_byPTGES_PTGER3,complex:ProstaglandinE2_byPTGES,simple:P43115,,PTGER3,Ligand-Receptor,Signaling by Prostaglandin,Monocyte non-classical|T cell CD8 dividing,0.619
Dehydroepiandrosterone_bySTS_NR1I2,complex:Dehydroepiandrosterone_bySTS,simple:O75469,,NR1I2,Ligand-Receptor,Signaling by Dehydroepiandrosterone,Monocyte non-classical|T cell CD8 dividing,0.593
HBEGF_ERBB2,simple:Q99075,simple:P04626,HBEGF,ERBB2,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|T cell CD8 dividing,0.62
FTH1_SCARA5,simple:P02794,simple:Q6ZMJ2,FTH1,SCARA5,Ligand-Receptor,,Monocyte non-classical|T cell CD8 dividing,0.608
TNFSF13B_TNFRSF13C,simple:Q9Y275,simple:Q96RJ3,TNFSF13B,TNFRSF13C,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell CD8 effector memory,0.62
HLA-E_KLRC1,simple:P13747,simple:P26715,HLA-E,KLRC1,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell CD8 effector memory,0.641
PTPRC_MRC1,simple:P08575,simple:P22897,PTPRC,MRC1,Receptor-Receptor,,Monocyte non-classical|T cell CD8 effector memory,0.592
TNFSF13B_TNFRSF17,simple:Q9Y275,simple:Q02223,TNFSF13B,TNFRSF17,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell CD8 effector memory,0.615
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,Monocyte non-classical|T cell CD8 effector memory,0.594
HLA-E_CD94:NKG2E,simple:P13747,complex:CD94:NKG2E,HLA-E,,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell CD8 effector memory,0.6
HLA-E_CD94:NKG2A,simple:P13747,complex:CD94:NKG2A,HLA-E,,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell CD8 effector memory,0.6
HLA-E_KLRK1,simple:P13747,simple:P26718,HLA-E,KLRK1,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell CD8 effector memory,0.642
HLA-E_KLRC2,simple:P13747,simple:P26717,HLA-E,KLRC2,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell CD8 effector memory,0.637
MICB_NKG2D_II_receptor,simple:Q29980,complex:NKG2D_II_receptor,MICB,,Ligand-Receptor,,Monocyte non-classical|T cell CD8 effector memory,0.577
TNFSF13B_TNFRSF13B,simple:Q9Y275,simple:O14836,TNFSF13B,TNFRSF13B,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell CD8 effector memory,0.616
HLA-E_CD94:NKG2C,simple:P13747,complex:CD94:NKG2C,HLA-E,,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell CD8 effector memory,0.6
CD44_SELE,simple:P16070,simple:P16581,CD44,SELE,Ligand-Receptor,,Monocyte non-classical|T cell CD8 effector memory,0.553
ProstaglandinE2_byPTGES_PTGER4,complex:ProstaglandinE2_byPTGES,simple:P35408,,PTGER4,Ligand-Receptor,Signaling by Prostaglandin,Monocyte non-classical|T cell CD8 effector memory,0.699
TNF_TNFRSF1B,simple:P01375,simple:P20333,TNF,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell CD8 effector memory,0.611
CXCL16_CXCR6,simple:Q9H2A7,simple:O00574,CXCL16,CXCR6,Ligand-Receptor,Signaling by Chemokines,Monocyte non-classical|T cell CD8 effector memory,0.698
HBEGF_ERBB4,simple:Q99075,simple:Q15303,HBEGF,ERBB4,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|T cell CD8 effector memory,0.62
FTL_SCARA5,simple:P02792,simple:Q6ZMJ2,FTL,SCARA5,Ligand-Receptor,,Monocyte non-classical|T cell CD8 effector memory,0.599
CD86_CTLA4,simple:P42081,simple:P16410,CD86,CTLA4,Ligand-Receptor,,Monocyte non-classical|T cell CD8 effector memory,0.652
Dehydroepiandrosterone_bySTS_NR1I2,complex:Dehydroepiandrosterone_bySTS,simple:O75469,,NR1I2,Ligand-Receptor,Signaling by Dehydroepiandrosterone,Monocyte non-classical|T cell CD8 effector memory,0.624
HBEGF_ERBB2,simple:Q99075,simple:P04626,HBEGF,ERBB2,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|T cell CD8 effector memory,0.624
FTH1_SCARA5,simple:P02794,simple:Q6ZMJ2,FTH1,SCARA5,Ligand-Receptor,,Monocyte non-classical|T cell CD8 effector memory,0.61
TNFSF13B_TNFRSF13C,simple:Q9Y275,simple:Q96RJ3,TNFSF13B,TNFRSF13C,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell CD8 naive,0.619
PTPRC_MRC1,simple:P08575,simple:P22897,PTPRC,MRC1,Receptor-Receptor,,Monocyte non-classical|T cell CD8 naive,0.59
ProstaglandinE2_byPTGES_PTGER1,complex:ProstaglandinE2_byPTGES,simple:P34995,,PTGER1,Ligand-Receptor,Signaling by Prostaglandin,Monocyte non-classical|T cell CD8 naive,0.635
TNFSF13B_TNFRSF17,simple:Q9Y275,simple:Q02223,TNFSF13B,TNFRSF17,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell CD8 naive,0.613
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,Monocyte non-classical|T cell CD8 naive,0.591
HLA-E_KLRK1,simple:P13747,simple:P26718,HLA-E,KLRK1,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell CD8 naive,0.627
MICB_NKG2D_II_receptor,simple:Q29980,complex:NKG2D_II_receptor,MICB,,Ligand-Receptor,,Monocyte non-classical|T cell CD8 naive,0.575
TNFSF13B_TNFRSF13B,simple:Q9Y275,simple:O14836,TNFSF13B,TNFRSF13B,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell CD8 naive,0.616
ProstaglandinE2_byPTGES_PTGER4,complex:ProstaglandinE2_byPTGES,simple:P35408,,PTGER4,Ligand-Receptor,Signaling by Prostaglandin,Monocyte non-classical|T cell CD8 naive,0.693
CEACAM5_CD8A,simple:P06731,simple:P01732,CEACAM5,CD8A,Adhesion-Adhesion,Adhesion by CEAM,Monocyte non-classical|T cell CD8 naive,0.585
TNF_TNFRSF1B,simple:P01375,simple:P20333,TNF,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell CD8 naive,0.576
Estradiol_byCYP19A1_NR1I2,complex:Estradiol_byCYP19A1,simple:O75469,,NR1I2,Ligand-Receptor,Signaling by Steroids,Monocyte non-classical|T cell CD8 naive,0.593
CXCL16_CXCR6,simple:Q9H2A7,simple:O00574,CXCL16,CXCR6,Ligand-Receptor,Signaling by Chemokines,Monocyte non-classical|T cell CD8 naive,0.656
HBEGF_ERBB4,simple:Q99075,simple:Q15303,HBEGF,ERBB4,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|T cell CD8 naive,0.621
FTL_SCARA5,simple:P02792,simple:Q6ZMJ2,FTL,SCARA5,Ligand-Receptor,,Monocyte non-classical|T cell CD8 naive,0.598
CD86_CTLA4,simple:P42081,simple:P16410,CD86,CTLA4,Ligand-Receptor,,Monocyte non-classical|T cell CD8 naive,0.634
Dehydroepiandrosterone_bySTS_NR1I2,complex:Dehydroepiandrosterone_bySTS,simple:O75469,,NR1I2,Ligand-Receptor,Signaling by Dehydroepiandrosterone,Monocyte non-classical|T cell CD8 naive,0.742
FTH1_SCARA5,simple:P02794,simple:Q6ZMJ2,FTH1,SCARA5,Ligand-Receptor,,Monocyte non-classical|T cell CD8 naive,0.608
TNFSF13B_TNFRSF13C,simple:Q9Y275,simple:Q96RJ3,TNFSF13B,TNFRSF13C,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell CD8 terminally exhausted,0.619
HLA-E_KLRC1,simple:P13747,simple:P26715,HLA-E,KLRC1,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell CD8 terminally exhausted,0.652
PTPRC_MRC1,simple:P08575,simple:P22897,PTPRC,MRC1,Receptor-Receptor,,Monocyte non-classical|T cell CD8 terminally exhausted,0.591
ProstaglandinE2_byPTGES_PTGER1,complex:ProstaglandinE2_byPTGES,simple:P34995,,PTGER1,Ligand-Receptor,Signaling by Prostaglandin,Monocyte non-classical|T cell CD8 terminally exhausted,0.634
TNFSF13B_TNFRSF17,simple:Q9Y275,simple:Q02223,TNFSF13B,TNFRSF17,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell CD8 terminally exhausted,0.615
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,Monocyte non-classical|T cell CD8 terminally exhausted,0.593
HLA-E_CD94:NKG2E,simple:P13747,complex:CD94:NKG2E,HLA-E,,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell CD8 terminally exhausted,0.656
HLA-E_CD94:NKG2A,simple:P13747,complex:CD94:NKG2A,HLA-E,,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell CD8 terminally exhausted,0.652
HLA-E_KLRK1,simple:P13747,simple:P26718,HLA-E,KLRK1,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell CD8 terminally exhausted,0.665
HLA-E_KLRC2,simple:P13747,simple:P26717,HLA-E,KLRC2,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell CD8 terminally exhausted,0.656
MICB_NKG2D_II_receptor,simple:Q29980,complex:NKG2D_II_receptor,MICB,,Ligand-Receptor,,Monocyte non-classical|T cell CD8 terminally exhausted,0.605
TNFSF13B_TNFRSF13B,simple:Q9Y275,simple:O14836,TNFSF13B,TNFRSF13B,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell CD8 terminally exhausted,0.616
PECAM1_CD38,simple:P16284,simple:P28907,PECAM1,CD38,Receptor-Receptor,,Monocyte non-classical|T cell CD8 terminally exhausted,0.68
HLA-E_CD94:NKG2C,simple:P13747,complex:CD94:NKG2C,HLA-E,,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell CD8 terminally exhausted,0.656
LAIR1_LILRB4,simple:Q6GTX8,simple:Q8NHJ6,LAIR1,LILRB4,Receptor-Receptor,,Monocyte non-classical|T cell CD8 terminally exhausted,0.569
CD44_SELE,simple:P16070,simple:P16581,CD44,SELE,Ligand-Receptor,,Monocyte non-classical|T cell CD8 terminally exhausted,0.553
ProstaglandinE2_byPTGES_PTGER4,complex:ProstaglandinE2_byPTGES,simple:P35408,,PTGER4,Ligand-Receptor,Signaling by Prostaglandin,Monocyte non-classical|T cell CD8 terminally exhausted,0.677
FGL1_LAG3,simple:Q08830,simple:P18627,FGL1,LAG3,Ligand-Receptor,Signaling by Fibroblast growth factor,Monocyte non-classical|T cell CD8 terminally exhausted,0.578
CXCL10_CXCR3,simple:P02778,simple:P49682,CXCL10,CXCR3,Ligand-Receptor,Signaling by Chemokines,Monocyte non-classical|T cell CD8 terminally exhausted,0.586
TNF_TNFRSF1B,simple:P01375,simple:P20333,TNF,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell CD8 terminally exhausted,0.627
CXCL16_CXCR6,simple:Q9H2A7,simple:O00574,CXCL16,CXCR6,Ligand-Receptor,Signaling by Chemokines,Monocyte non-classical|T cell CD8 terminally exhausted,0.721
HBEGF_ERBB4,simple:Q99075,simple:Q15303,HBEGF,ERBB4,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|T cell CD8 terminally exhausted,0.616
CD86_CTLA4,simple:P42081,simple:P16410,CD86,CTLA4,Ligand-Receptor,,Monocyte non-classical|T cell CD8 terminally exhausted,0.732
Dehydroepiandrosterone_bySTS_NR1I2,complex:Dehydroepiandrosterone_bySTS,simple:O75469,,NR1I2,Ligand-Receptor,Signaling by Dehydroepiandrosterone,Monocyte non-classical|T cell CD8 terminally exhausted,0.588
HBEGF_ERBB2,simple:Q99075,simple:P04626,HBEGF,ERBB2,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|T cell CD8 terminally exhausted,0.622
FTH1_SCARA5,simple:P02794,simple:Q6ZMJ2,FTH1,SCARA5,Ligand-Receptor,,Monocyte non-classical|T cell CD8 terminally exhausted,0.608
TNFSF13B_TNFRSF13C,simple:Q9Y275,simple:Q96RJ3,TNFSF13B,TNFRSF13C,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell NK-like,0.618
PTPRC_MRC1,simple:P08575,simple:P22897,PTPRC,MRC1,Receptor-Receptor,,Monocyte non-classical|T cell NK-like,0.592
TNFSF13B_TNFRSF17,simple:Q9Y275,simple:Q02223,TNFSF13B,TNFRSF17,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell NK-like,0.613
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,Monocyte non-classical|T cell NK-like,0.591
HLA-E_CD94:NKG2E,simple:P13747,complex:CD94:NKG2E,HLA-E,,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell NK-like,0.636
HLA-E_KLRK1,simple:P13747,simple:P26718,HLA-E,KLRK1,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell NK-like,0.671
HLA-E_KLRC2,simple:P13747,simple:P26717,HLA-E,KLRC2,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell NK-like,0.665
MICB_NKG2D_II_receptor,simple:Q29980,complex:NKG2D_II_receptor,MICB,,Ligand-Receptor,,Monocyte non-classical|T cell NK-like,0.608
TNFSF13B_TNFRSF13B,simple:Q9Y275,simple:O14836,TNFSF13B,TNFRSF13B,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell NK-like,0.615
HLA-E_CD94:NKG2C,simple:P13747,complex:CD94:NKG2C,HLA-E,,Ligand-Receptor,Signaling by HLA,Monocyte non-classical|T cell NK-like,0.665
CD44_SELE,simple:P16070,simple:P16581,CD44,SELE,Ligand-Receptor,,Monocyte non-classical|T cell NK-like,0.553
ProstaglandinE2_byPTGES_PTGER4,complex:ProstaglandinE2_byPTGES,simple:P35408,,PTGER4,Ligand-Receptor,Signaling by Prostaglandin,Monocyte non-classical|T cell NK-like,0.663
TGFB1_TGFBR3,simple:P01137,simple:Q03167,TGFB1,TGFBR3,Ligand-Receptor,Signaling by Transforming growth factor,Monocyte non-classical|T cell NK-like,0.664
CEACAM5_CD8A,simple:P06731,simple:P01732,CEACAM5,CD8A,Adhesion-Adhesion,Adhesion by CEAM,Monocyte non-classical|T cell NK-like,0.59
TNF_TNFRSF1B,simple:P01375,simple:P20333,TNF,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell NK-like,0.604
CXCL16_CXCR6,simple:Q9H2A7,simple:O00574,CXCL16,CXCR6,Ligand-Receptor,Signaling by Chemokines,Monocyte non-classical|T cell NK-like,0.643
HBEGF_ERBB4,simple:Q99075,simple:Q15303,HBEGF,ERBB4,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|T cell NK-like,0.61
CD86_CTLA4,simple:P42081,simple:P16410,CD86,CTLA4,Ligand-Receptor,,Monocyte non-classical|T cell NK-like,0.629
CD52_SIGLEC10,simple:P31358,simple:Q96LC7,CD52,SIGLEC10,Ligand-Receptor,,Monocyte non-classical|T cell NK-like,0.568
Dehydroepiandrosterone_bySTS_NR1I2,complex:Dehydroepiandrosterone_bySTS,simple:O75469,,NR1I2,Ligand-Receptor,Signaling by Dehydroepiandrosterone,Monocyte non-classical|T cell NK-like,0.613
HBEGF_ERBB2,simple:Q99075,simple:P04626,HBEGF,ERBB2,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|T cell NK-like,0.624
FTH1_SCARA5,simple:P02794,simple:Q6ZMJ2,FTH1,SCARA5,Ligand-Receptor,,Monocyte non-classical|T cell NK-like,0.608
TNFSF13B_TNFRSF13C,simple:Q9Y275,simple:Q96RJ3,TNFSF13B,TNFRSF13C,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell regulatory,0.62
PTPRC_MRC1,simple:P08575,simple:P22897,PTPRC,MRC1,Receptor-Receptor,,Monocyte non-classical|T cell regulatory,0.593
TNFSF13B_TNFRSF17,simple:Q9Y275,simple:Q02223,TNFSF13B,TNFRSF17,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell regulatory,0.616
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,Monocyte non-classical|T cell regulatory,0.594
CCL20_CCR6,simple:P78556,simple:P51684,CCL20,CCR6,Ligand-Receptor,Signaling by Chemokines,Monocyte non-classical|T cell regulatory,0.583
TNFSF18_TNFRSF18,simple:Q9UNG2,simple:Q9Y5U5,TNFSF18,TNFRSF18,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell regulatory,0.597
TNFSF13B_TNFRSF13B,simple:Q9Y275,simple:O14836,TNFSF13B,TNFRSF13B,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell regulatory,0.634
LAIR1_LILRB4,simple:Q6GTX8,simple:Q8NHJ6,LAIR1,LILRB4,Receptor-Receptor,,Monocyte non-classical|T cell regulatory,0.57
ProstaglandinE2_byPTGES_PTGER4,complex:ProstaglandinE2_byPTGES,simple:P35408,,PTGER4,Ligand-Receptor,Signaling by Prostaglandin,Monocyte non-classical|T cell regulatory,0.635
CRLF2_TSLPR,simple:Q9HC73,complex:TSLPR,CRLF2,,Receptor-Receptor,,Monocyte non-classical|T cell regulatory,0.489
IL21_IL21_receptor,simple:Q9HBE4,complex:IL21_receptor,IL21,,Ligand-Receptor,Signaling by Interleukin,Monocyte non-classical|T cell regulatory,0.557
TNF_TNFRSF1B,simple:P01375,simple:P20333,TNF,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|T cell regulatory,0.663
CXCL16_CXCR6,simple:Q9H2A7,simple:O00574,CXCL16,CXCR6,Ligand-Receptor,Signaling by Chemokines,Monocyte non-classical|T cell regulatory,0.7
HBEGF_ERBB4,simple:Q99075,simple:Q15303,HBEGF,ERBB4,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|T cell regulatory,0.622
FTL_SCARA5,simple:P02792,simple:Q6ZMJ2,FTL,SCARA5,Ligand-Receptor,,Monocyte non-classical|T cell regulatory,0.598
CD86_CTLA4,simple:P42081,simple:P16410,CD86,CTLA4,Ligand-Receptor,,Monocyte non-classical|T cell regulatory,0.735
CD52_SIGLEC10,simple:P31358,simple:Q96LC7,CD52,SIGLEC10,Ligand-Receptor,,Monocyte non-classical|T cell regulatory,0.569
ProstaglandinE2_byPTGES_PTGER3,complex:ProstaglandinE2_byPTGES,simple:P43115,,PTGER3,Ligand-Receptor,Signaling by Prostaglandin,Monocyte non-classical|T cell regulatory,0.607
HBEGF_EGFR,simple:Q99075,simple:P00533,HBEGF,EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|T cell regulatory,0.621
Dehydroepiandrosterone_bySTS_NR1I2,complex:Dehydroepiandrosterone_bySTS,simple:O75469,,NR1I2,Ligand-Receptor,Signaling by Dehydroepiandrosterone,Monocyte non-classical|T cell regulatory,0.611
HBEGF_ERBB2,simple:Q99075,simple:P04626,HBEGF,ERBB2,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|T cell regulatory,0.624
FTH1_SCARA5,simple:P02794,simple:Q6ZMJ2,FTH1,SCARA5,Ligand-Receptor,,Monocyte non-classical|T cell regulatory,0.609
TNFSF13B_TNFRSF13C,simple:Q9Y275,simple:Q96RJ3,TNFSF13B,TNFRSF13C,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|Tumor Tumor ImmunoSup,0.623
PTPRC_MRC1,simple:P08575,simple:P22897,PTPRC,MRC1,Receptor-Receptor,,Monocyte non-classical|Tumor Tumor ImmunoSup,0.598
ProstaglandinE2_byPTGES_PTGER1,complex:ProstaglandinE2_byPTGES,simple:P34995,,PTGER1,Ligand-Receptor,Signaling by Prostaglandin,Monocyte non-classical|Tumor Tumor ImmunoSup,0.648
TNFSF13B_TNFRSF17,simple:Q9Y275,simple:Q02223,TNFSF13B,TNFRSF17,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|Tumor Tumor ImmunoSup,0.624
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,Monocyte non-classical|Tumor Tumor ImmunoSup,0.607
TNFSF13B_TNFRSF13B,simple:Q9Y275,simple:O14836,TNFSF13B,TNFRSF13B,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|Tumor Tumor ImmunoSup,0.624
PECAM1_CD38,simple:P16284,simple:P28907,PECAM1,CD38,Receptor-Receptor,,Monocyte non-classical|Tumor Tumor ImmunoSup,0.636
ProstaglandinE2_byPTGES_PTGER4,complex:ProstaglandinE2_byPTGES,simple:P35408,,PTGER4,Ligand-Receptor,Signaling by Prostaglandin,Monocyte non-classical|Tumor Tumor ImmunoSup,0.625
TNF_TNFRSF1B,simple:P01375,simple:P20333,TNF,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|Tumor Tumor ImmunoSup,0.576
CXCL16_CXCR6,simple:Q9H2A7,simple:O00574,CXCL16,CXCR6,Ligand-Receptor,Signaling by Chemokines,Monocyte non-classical|Tumor Tumor ImmunoSup,0.618
HBEGF_ERBB4,simple:Q99075,simple:Q15303,HBEGF,ERBB4,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|Tumor Tumor ImmunoSup,0.644
FTL_SCARA5,simple:P02792,simple:Q6ZMJ2,FTL,SCARA5,Ligand-Receptor,,Monocyte non-classical|Tumor Tumor ImmunoSup,0.612
CD86_CTLA4,simple:P42081,simple:P16410,CD86,CTLA4,Ligand-Receptor,,Monocyte non-classical|Tumor Tumor ImmunoSup,0.635
CD52_SIGLEC10,simple:P31358,simple:Q96LC7,CD52,SIGLEC10,Ligand-Receptor,,Monocyte non-classical|Tumor Tumor ImmunoSup,0.598
ProstaglandinE2_byPTGES_PTGER3,complex:ProstaglandinE2_byPTGES,simple:P43115,,PTGER3,Ligand-Receptor,Signaling by Prostaglandin,Monocyte non-classical|Tumor Tumor ImmunoSup,0.646
HBEGF_EGFR,simple:Q99075,simple:P00533,HBEGF,EGFR,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|Tumor Tumor ImmunoSup,0.665
Dehydroepiandrosterone_bySTS_NR1I2,complex:Dehydroepiandrosterone_bySTS,simple:O75469,,NR1I2,Ligand-Receptor,Signaling by Dehydroepiandrosterone,Monocyte non-classical|Tumor Tumor ImmunoSup,0.625
HBEGF_ERBB2,simple:Q99075,simple:P04626,HBEGF,ERBB2,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|Tumor Tumor ImmunoSup,0.662
SerotoninDopamin_byDDC_HTR3C,complex:SerotoninDopamin_byDDC,simple:Q8WXA8,,HTR3C,Ligand-Receptor,Signaling by Serotonin/Dopamine,Monocyte non-classical|Tumor Tumor ImmunoSup,0.53
EREG_ERBB4,simple:O14944,simple:Q15303,EREG,ERBB4,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte non-classical|Tumor Tumor ImmunoSup,0.559
FTH1_SCARA5,simple:P02794,simple:Q6ZMJ2,FTH1,SCARA5,Ligand-Receptor,,Monocyte non-classical|Tumor Tumor ImmunoSup,0.623
XCL2_XCR1,simple:Q9UBD3,simple:P46094,XCL2,XCR1,Ligand-Receptor,Signaling by Lymphotactin,Monocyte non-classical|cDC1,0.645
TNFSF13B_TNFRSF13C,simple:Q9Y275,simple:Q96RJ3,TNFSF13B,TNFRSF13C,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|cDC1,0.619
Histamine_byHDC_HRH2,complex:Histamine_byHDC,simple:P25021,,HRH2,Ligand-Receptor,Signaling by Histamine,Monocyte non-classical|cDC1,0.612
PTPRC_MRC1,simple:P08575,simple:P22897,PTPRC,MRC1,Receptor-Receptor,,Monocyte non-classical|cDC1,0.592
TNFSF13B_TNFRSF17,simple:Q9Y275,simple:Q02223,TNFSF13B,TNFRSF17,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|cDC1,0.614
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,Monocyte non-classical|cDC1,0.59
CRTAM_CADM1,simple:O95727,simple:Q9BY67,CRTAM,CADM1,Adhesion-Adhesion,,Monocyte non-classical|cDC1,0.654
ProstaglandinE2_byPTGES2_PTGER3,complex:ProstaglandinE2_byPTGES2,simple:P43115,,PTGER3,Ligand-Receptor,Signaling by Prostaglandin,Monocyte non-classical|cDC1,0.579
CCL20_CCR6,simple:P78556,simple:P51684,CCL20,CCR6,Ligand-Receptor,Signaling by Chemokines,Monocyte non-classical|cDC1,0.624
CDH2_CDH2,simple:P19022,simple:P19022,CDH2,CDH2,Adhesion-Adhesion,Adhesion by Cadherin,Monocyte non-classical|cDC1,0.635
TNFSF13B_TNFRSF13B,simple:Q9Y275,simple:O14836,TNFSF13B,TNFRSF13B,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte non-classical|cDC1,0.612
PECAM1_CD38,simple:P16284,simple:P28907,PECAM1,CD38,Receptor-Receptor,,Monocyte non-classical|cDC1,0.683
LAIR1_LILRB4,simple:Q6GTX8,simple:Q8NHJ6,LAIR1,LILRB4,Receptor-Receptor,,Monocyte non-classical|cDC1,0.58
