interacting_pair,partner_a,partner_b,gene_a,gene_b,directionality,classification,interacting_cells,significant_mean
LipoxinA4_byALOX5_FPR2,complex:LipoxinA4_byALOX5,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|B cell,0.554
CD44_SELE,simple:P16070,simple:P16581,CD44,SELE,Ligand-Receptor,,Mast cell|B cell,0.583
CRLF2_TSLPR,simple:Q9HC73,complex:TSLPR,CRLF2,,Receptor-Receptor,,Mast cell|B cell,0.57
IL13_IL13RA2,simple:P35225,simple:Q14627,IL13,IL13RA2,Ligand-Receptor,Signaling by Interleukin,Mast cell|B cell,0.606
ANXA1_FPR1,simple:P04083,simple:P21462,ANXA1,FPR1,Ligand-Receptor,Signaling by Annexin,Mast cell|B cell,0.569
ANXA1_FPR2,simple:P04083,simple:P25090,ANXA1,FPR2,Ligand-Receptor,Signaling by Annexin,Mast cell|B cell,0.581
ANXA1_FPR3,simple:P04083,simple:P25089,ANXA1,FPR3,Ligand-Receptor,Signaling by Annexin,Mast cell|B cell,0.581
Epinephrine_byPNMT_ADRA2A,complex:Epinephrine_byPNMT,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Epinephrine,Mast cell|B cell,0.587
CTSG_FPR1,simple:P08311,simple:P21462,CTSG,FPR1,Ligand-Receptor,Signaling by Cathepsin,Mast cell|B cell,0.594
Adrenaline_byPNMT_and_SLC18A2_ADRA2A,complex:Adrenaline_byPNMT_and_SLC18A2,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Adrenaline,Mast cell|B cell,0.587
CTSG_F2RL3,simple:P08311,simple:Q96RI0,CTSG,F2RL3,Ligand-Receptor,Signaling by Cathepsin,Mast cell|Club_AT2/1_high,0.621
ADCYAP1_VIPR1,simple:P18509,simple:P32241,ADCYAP1,VIPR1,Ligand-Receptor,Signaling by Pituitary adenylate,Mast cell|Club_AT2/1_high,0.625
LTC4_byLTC4S_CYSLTR2,complex:LTC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|Club_AT2/1_high,0.62
Histamine_byHDC_HRH2,complex:Histamine_byHDC,simple:P25021,,HRH2,Ligand-Receptor,Signaling by Histamine,Mast cell|Club_AT2/1_high,0.614
LipoxinA4_byALOX5_FPR2,complex:LipoxinA4_byALOX5,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|Club_AT2/1_high,0.566
Histamine_byHDC_HRH1,complex:Histamine_byHDC,simple:P35367,,HRH1,Ligand-Receptor,Signaling by Histamine,Mast cell|Club_AT2/1_high,0.626
CEACAM1_CEACAM6,simple:P13688,simple:P40199,CEACAM1,CEACAM6,Adhesion-Adhesion,Adhesion by CEAM,Mast cell|Club_AT2/1_high,0.59
CD44_SELE,simple:P16070,simple:P16581,CD44,SELE,Ligand-Receptor,,Mast cell|Club_AT2/1_high,0.59
LeukotrieneC4_byLTC4S_CYSLTR2,complex:LeukotrieneC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|Club_AT2/1_high,0.567
CRLF2_TSLPR,simple:Q9HC73,complex:TSLPR,CRLF2,,Receptor-Receptor,,Mast cell|Club_AT2/1_high,0.589
IL13_IL13RA2,simple:P35225,simple:Q14627,IL13,IL13RA2,Ligand-Receptor,Signaling by Interleukin,Mast cell|Club_AT2/1_high,0.62
atRetinoicAcid_byALDH1A1_RAreceptor_RXRB,complex:atRetinoicAcid_byALDH1A1,complex:RAreceptor_RXRB,,,Ligand-Receptor,Signaling by Retinoic Acid,Mast cell|Club_AT2/1_high,0.599
ANXA1_FPR2,simple:P04083,simple:P25090,ANXA1,FPR2,Ligand-Receptor,Signaling by Annexin,Mast cell|Club_AT2/1_high,0.593
ANXA1_FPR3,simple:P04083,simple:P25089,ANXA1,FPR3,Ligand-Receptor,Signaling by Annexin,Mast cell|Club_AT2/1_high,0.586
CTSG_FPR1,simple:P08311,simple:P21462,CTSG,FPR1,Ligand-Receptor,Signaling by Cathepsin,Mast cell|Club_AT2/1_high,0.609
Adrenaline_byPNMT_and_SLC18A2_ADRA2A,complex:Adrenaline_byPNMT_and_SLC18A2,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Adrenaline,Mast cell|Club_AT2/1_high,0.61
CCL19_CCR7,simple:Q99731,simple:P32248,CCL19,CCR7,Ligand-Receptor,Signaling by Chemokines,Mast cell|DC mature,0.655
CCL21_CCR7,simple:O00585,simple:P32248,CCL21,CCR7,Ligand-Receptor,Signaling by Chemokines,Mast cell|DC mature,0.658
CTSG_F2RL3,simple:P08311,simple:Q96RI0,CTSG,F2RL3,Ligand-Receptor,Signaling by Cathepsin,Mast cell|DC mature,0.602
ADCYAP1_VIPR1,simple:P18509,simple:P32241,ADCYAP1,VIPR1,Ligand-Receptor,Signaling by Pituitary adenylate,Mast cell|DC mature,0.607
LTC4_byLTC4S_CYSLTR2,complex:LTC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|DC mature,0.61
CD44_TYROBP,simple:P16070,simple:O43914,CD44,TYROBP,Ligand-Receptor,,Mast cell|DC mature,0.707
LipoxinA4_byALOX5_FPR2,complex:LipoxinA4_byALOX5,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|DC mature,0.557
CLU_TREM2_receptor,simple:P10909,complex:TREM2_receptor,CLU,,Ligand-Receptor,,Mast cell|DC mature,0.613
VEGFA_NRP2,simple:P15692,simple:O60462,VEGFA,NRP2,Ligand-Receptor,Signaling by Vascular endothelial growth factor,Mast cell|DC mature,0.72
IL4_IL4_receptor,simple:P05112,complex:IL4_receptor,IL4,,Ligand-Receptor,Signaling by Interleukin,Mast cell|DC mature,0.585
CD44_SELE,simple:P16070,simple:P16581,CD44,SELE,Ligand-Receptor,,Mast cell|DC mature,0.583
CD226_NECTIN2,simple:Q15762,simple:Q92692,CD226,NECTIN2,Adhesion-Adhesion,,Mast cell|DC mature,0.631
TNFSF9_TNFRSF9,simple:P41273,simple:Q07011,TNFSF9,TNFRSF9,Ligand-Receptor,Signaling by Tumor necrosis factor,Mast cell|DC mature,0.607
TSLP_TSLPR,simple:Q969D9,complex:TSLPR,TSLP,,Ligand-Receptor,,Mast cell|DC mature,0.641
CRLF2_TSLPR,simple:Q9HC73,complex:TSLPR,CRLF2,,Receptor-Receptor,,Mast cell|DC mature,0.741
IL13_IL13RA2,simple:P35225,simple:Q14627,IL13,IL13RA2,Ligand-Receptor,Signaling by Interleukin,Mast cell|DC mature,0.602
CD40LG_CD40,simple:P29965,simple:P25942,CD40LG,CD40,Ligand-Receptor,,Mast cell|DC mature,0.631
ANXA1_FPR1,simple:P04083,simple:P21462,ANXA1,FPR1,Ligand-Receptor,Signaling by Annexin,Mast cell|DC mature,0.587
TNFSF10_TNFRSF11B,simple:P50591,simple:O00300,TNFSF10,TNFRSF11B,Ligand-Receptor,Signaling by Tumor necrosis factor,Mast cell|DC mature,0.75
ANXA1_FPR3,simple:P04083,simple:P25089,ANXA1,FPR3,Ligand-Receptor,Signaling by Annexin,Mast cell|DC mature,0.594
CTSG_FPR1,simple:P08311,simple:P21462,CTSG,FPR1,Ligand-Receptor,Signaling by Cathepsin,Mast cell|DC mature,0.612
CTSG_F2RL3,simple:P08311,simple:Q96RI0,CTSG,F2RL3,Ligand-Receptor,Signaling by Cathepsin,Mast cell|Endothelial cell lymphatic,0.808
ADCYAP1_VIPR1,simple:P18509,simple:P32241,ADCYAP1,VIPR1,Ligand-Receptor,Signaling by Pituitary adenylate,Mast cell|Endothelial cell lymphatic,0.604
PGF_NRP2,simple:P49763,simple:O60462,PGF,NRP2,Ligand-Receptor,Signaling by Placenta growth factor,Mast cell|Endothelial cell lymphatic,0.647
LTC4_byLTC4S_CYSLTR2,complex:LTC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|Endothelial cell lymphatic,0.597
PTPRC_MRC1,simple:P08575,simple:P22897,PTPRC,MRC1,Receptor-Receptor,,Mast cell|Endothelial cell lymphatic,0.611
LipoxinA4_byALOX5_FPR2,complex:LipoxinA4_byALOX5,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|Endothelial cell lymphatic,0.548
EDN3_EDNRB,simple:P14138,simple:P24530,EDN3,EDNRB,Ligand-Receptor,Signaling by Endothelin,Mast cell|Endothelial cell lymphatic,0.652
PROC_PROCR,simple:P04070,simple:Q9UNN8,PROC,PROCR,Ligand-Receptor,,Mast cell|Endothelial cell lymphatic,0.647
FGFR4_TGFBR3,simple:P22455,simple:Q03167,FGFR4,TGFBR3,Receptor-Receptor,,Mast cell|Endothelial cell lymphatic,0.626
CDH5_CDH5,simple:P33151,simple:P33151,CDH5,CDH5,Adhesion-Adhesion,Adhesion by Cadherin,Mast cell|Endothelial cell lymphatic,0.658
SEMA3C_NRP2,simple:Q99985,simple:O60462,SEMA3C,NRP2,Ligand-Receptor,Signaling by Semaphorin,Mast cell|Endothelial cell lymphatic,0.645
WNT5B_SFRP1,simple:Q9H1J7,simple:Q8N474,WNT5B,SFRP1,Ligand-Ligand,Signaling by WNT inhibition,Mast cell|Endothelial cell lymphatic,0.664
VEGFA_NRP2,simple:P15692,simple:O60462,VEGFA,NRP2,Ligand-Receptor,Signaling by Vascular endothelial growth factor,Mast cell|Endothelial cell lymphatic,0.737
CD44_SELE,simple:P16070,simple:P16581,CD44,SELE,Ligand-Receptor,,Mast cell|Endothelial cell lymphatic,0.593
TGFB1_TGFBR3,simple:P01137,simple:Q03167,TGFB1,TGFBR3,Ligand-Receptor,Signaling by Transforming growth factor,Mast cell|Endothelial cell lymphatic,0.62
EDN2_EDNRB,simple:P20800,simple:P24530,EDN2,EDNRB,Ligand-Receptor,Signaling by Endothelin,Mast cell|Endothelial cell lymphatic,0.645
TNFSF10_TNFRSF10D,simple:P50591,simple:Q9UBN6,TNFSF10,TNFRSF10D,Ligand-Receptor,Signaling by Tumor necrosis factor,Mast cell|Endothelial cell lymphatic,0.636
CRLF2_TSLPR,simple:Q9HC73,complex:TSLPR,CRLF2,,Receptor-Receptor,,Mast cell|Endothelial cell lymphatic,0.568
EFNA1_EPHA2,simple:P20827,simple:P29317,EFNA1,EPHA2,Ligand-Receptor,Signaling by Ephrin,Mast cell|Endothelial cell lymphatic,0.636
GJC1_GJA1,simple:P36383,simple:P17302,GJC1,GJA1,Gap-Gap,Adhesion by GAP junction,Mast cell|Endothelial cell lymphatic,0.665
CEACAM5_CEACAM1,simple:P06731,simple:P13688,CEACAM5,CEACAM1,Adhesion-Adhesion,Adhesion by CEAM,Mast cell|Endothelial cell lymphatic,0.662
CXCL11_ACKR3,simple:O14625,simple:P25106,CXCL11,ACKR3,Ligand-Receptor,Signaling by Chemokines,Mast cell|Endothelial cell lymphatic,0.632
EDN1_EDNRB,simple:P05305,simple:P24530,EDN1,EDNRB,Ligand-Receptor,Signaling by Endothelin,Mast cell|Endothelial cell lymphatic,0.646
VEGFA_KDR,simple:P15692,simple:P35968,VEGFA,KDR,Ligand-Receptor,Signaling by Vascular endothelial growth factor,Mast cell|Endothelial cell lymphatic,0.742
CD177_PECAM1,simple:Q8N6Q3,simple:P16284,CD177,PECAM1,Ligand-Receptor,,Mast cell|Endothelial cell lymphatic,0.614
ANXA1_FPR2,simple:P04083,simple:P25090,ANXA1,FPR2,Ligand-Receptor,Signaling by Annexin,Mast cell|Endothelial cell lymphatic,0.576
WNT2_SFRP1,simple:P09544,simple:Q8N474,WNT2,SFRP1,Ligand-Ligand,Signaling by WNT inhibition,Mast cell|Endothelial cell lymphatic,0.677
WNT5A_SFRP1,simple:P41221,simple:Q8N474,WNT5A,SFRP1,Ligand-Ligand,Signaling by WNT inhibition,Mast cell|Endothelial cell lymphatic,0.662
SerotoninDopamin_byDDC_HTR3C,complex:SerotoninDopamin_byDDC,simple:Q8WXA8,,HTR3C,Ligand-Receptor,Signaling by Serotonin/Dopamine,Mast cell|Endothelial cell lymphatic,0.685
ANXA1_FPR3,simple:P04083,simple:P25089,ANXA1,FPR3,Ligand-Receptor,Signaling by Annexin,Mast cell|Endothelial cell lymphatic,0.572
THBS2_CD36,simple:P35442,simple:P16671,THBS2,CD36,Ligand-Receptor,Signaling by Thrombospondin precursor,Mast cell|Endothelial cell lymphatic,0.64
EFNA5_EPHA2,simple:P52803,simple:P29317,EFNA5,EPHA2,Ligand-Receptor,Signaling by Ephrin,Mast cell|Endothelial cell lymphatic,0.625
CTSG_FPR1,simple:P08311,simple:P21462,CTSG,FPR1,Ligand-Receptor,Signaling by Cathepsin,Mast cell|Endothelial cell lymphatic,0.587
CCL2_ACKR1,simple:P13500,simple:Q16570,CCL2,ACKR1,Ligand-Receptor,Signaling by Chemokines,Mast cell|Endothelial cell venous,0.632
APLN_APLNR,simple:Q9ULZ1,simple:P35414,APLN,APLNR,Ligand-Receptor,Signaling by Apelin,Mast cell|Endothelial cell venous,0.632
CTSG_F2RL3,simple:P08311,simple:Q96RI0,CTSG,F2RL3,Ligand-Receptor,Signaling by Cathepsin,Mast cell|Endothelial cell venous,0.762
CD24_SELP,simple:P25063,simple:P16109,CD24,SELP,Ligand-Receptor,,Mast cell|Endothelial cell venous,0.628
ADCYAP1_VIPR1,simple:P18509,simple:P32241,ADCYAP1,VIPR1,Ligand-Receptor,Signaling by Pituitary adenylate,Mast cell|Endothelial cell venous,0.713
ANGPT2_TEK,simple:O15123,simple:Q02763,ANGPT2,TEK,Ligand-Receptor,Signaling by Angiopoietin,Mast cell|Endothelial cell venous,0.624
TENM2_ADGRL2,simple:Q9NT68,simple:O95490,TENM2,ADGRL2,Ligand-Receptor,Signaling by Teneurin,Mast cell|Endothelial cell venous,0.67
VEGFA_NRP1,simple:P15692,simple:O14786,VEGFA,NRP1,Ligand-Receptor,Signaling by Vascular endothelial growth factor,Mast cell|Endothelial cell venous,0.682
ADM_RAMP3,simple:P35318,simple:O60896,ADM,RAMP3,Ligand-Receptor,Signaling by Adrenomedullin,Mast cell|Endothelial cell venous,0.61
TENM1_ADGRL2,simple:Q9UKZ4,simple:O95490,TENM1,ADGRL2,Ligand-Receptor,Signaling by Teneurin,Mast cell|Endothelial cell venous,0.629
CXCL8_ACKR1,simple:P10145,simple:Q16570,CXCL8,ACKR1,Ligand-Receptor,Signaling by Chemokines,Mast cell|Endothelial cell venous,0.63
LipoxinA4_byALOX5_FPR2,complex:LipoxinA4_byALOX5,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|Endothelial cell venous,0.552
Histamine_byHDC_HRH1,complex:Histamine_byHDC,simple:P35367,,HRH1,Ligand-Receptor,Signaling by Histamine,Mast cell|Endothelial cell venous,0.757
NRG1_integrin_a6b4_complex,simple:Q02297,complex:integrin_a6b4_complex,NRG1,,Ligand-Receptor,Signaling by Neuregulin,Mast cell|Endothelial cell venous,0.624
APELA_APLNR,simple:P0DMC3,simple:P35414,APELA,APLNR,Ligand-Receptor,Signaling by Apelin,Mast cell|Endothelial cell venous,0.637
CD44_SELE,simple:P16070,simple:P16581,CD44,SELE,Ligand-Receptor,,Mast cell|Endothelial cell venous,0.737
CCL5_ACKR1,simple:P13501,simple:Q16570,CCL5,ACKR1,Ligand-Receptor,Signaling by Chemokines,Mast cell|Endothelial cell venous,0.607
CXCL1_ACKR1,simple:P09341,simple:Q16570,CXCL1,ACKR1,Ligand-Receptor,Signaling by Chemokines,Mast cell|Endothelial cell venous,0.628
SCT_VIPR1,simple:P09683,simple:P32241,SCT,VIPR1,Ligand-Receptor,Signaling by Secretin,Mast cell|Endothelial cell venous,0.584
TNFSF10_TNFRSF10D,simple:P50591,simple:Q9UBN6,TNFSF10,TNFRSF10D,Ligand-Receptor,Signaling by Tumor necrosis factor,Mast cell|Endothelial cell venous,0.713
LEP_LEPR,simple:P41159,simple:P48357,LEP,LEPR,Ligand-Receptor,,Mast cell|Endothelial cell venous,0.62
CRLF2_TSLPR,simple:Q9HC73,complex:TSLPR,CRLF2,,Receptor-Receptor,,Mast cell|Endothelial cell venous,0.586
IL13_IL13RA2,simple:P35225,simple:Q14627,IL13,IL13RA2,Ligand-Receptor,Signaling by Interleukin,Mast cell|Endothelial cell venous,0.631
TENM2_FLRT3_complex_ADGRL2,complex:TENM2_FLRT3_complex,simple:O95490,,ADGRL2,Ligand-Receptor,Signaling by Fibronectin,Mast cell|Endothelial cell venous,0.629
DLK1_NOTCH4,simple:P80370,simple:Q99466,DLK1,NOTCH4,Ligand-Receptor,Signaling by Notch,Mast cell|Endothelial cell venous,0.619
ANGPT4_TEK,simple:Q9Y264,simple:Q02763,ANGPT4,TEK,Ligand-Receptor,Signaling by Angiopoietin,Mast cell|Endothelial cell venous,0.633
VEGFA_KDR,simple:P15692,simple:P35968,VEGFA,KDR,Ligand-Receptor,Signaling by Vascular endothelial growth factor,Mast cell|Endothelial cell venous,0.703
ANXA1_FPR2,simple:P04083,simple:P25090,ANXA1,FPR2,Ligand-Receptor,Signaling by Annexin,Mast cell|Endothelial cell venous,0.579
TNFSF10_TNFRSF11B,simple:P50591,simple:O00300,TNFSF10,TNFRSF11B,Ligand-Receptor,Signaling by Tumor necrosis factor,Mast cell|Endothelial cell venous,0.597
ANXA1_FPR3,simple:P04083,simple:P25089,ANXA1,FPR3,Ligand-Receptor,Signaling by Annexin,Mast cell|Endothelial cell venous,0.577
CEACAM1_SELE,simple:P13688,simple:P16581,CEACAM1,SELE,Adhesion-Adhesion,Adhesion by CEAM,Mast cell|Endothelial cell venous,0.657
VEGFA_FLT1,simple:P15692,simple:P17948,VEGFA,FLT1,Ligand-Receptor,Signaling by Vascular endothelial growth factor,Mast cell|Endothelial cell venous,0.704
VEGFA_FLT1_complex,simple:P15692,complex:FLT1_complex,VEGFA,,Ligand-Receptor,Signaling by Vascular endothelial growth factor,Mast cell|Endothelial cell venous,0.703
CDH7_CDH7,simple:Q9ULB5,simple:Q9ULB5,CDH7,CDH7,Adhesion-Adhesion,Adhesion by Cadherin,Mast cell|Endothelial cell venous,0.624
PRNP_ADGRG6,simple:F7VJQ1,simple:Q86SQ4,PRNP,ADGRG6,Ligand-Receptor,,Mast cell|Endothelial cell venous,0.71
Epinephrine_byPNMT_ADRA2A,complex:Epinephrine_byPNMT,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Epinephrine,Mast cell|Endothelial cell venous,0.591
CTSG_FPR1,simple:P08311,simple:P21462,CTSG,FPR1,Ligand-Receptor,Signaling by Cathepsin,Mast cell|Endothelial cell venous,0.593
PODXL2_SELE,simple:Q9NZ53,simple:P16581,PODXL2,SELE,Ligand-Receptor,Signaling by Podocalyxin-like protein,Mast cell|Endothelial cell venous,0.617
Adrenaline_byPNMT_and_SLC18A2_ADRA2A,complex:Adrenaline_byPNMT_and_SLC18A2,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Adrenaline,Mast cell|Endothelial cell venous,0.591
CTSG_F2RL3,simple:P08311,simple:Q96RI0,CTSG,F2RL3,Ligand-Receptor,Signaling by Cathepsin,Mast cell|Macrophage,0.609
ADCYAP1_VIPR1,simple:P18509,simple:P32241,ADCYAP1,VIPR1,Ligand-Receptor,Signaling by Pituitary adenylate,Mast cell|Macrophage,0.601
LTC4_byLTC4S_CYSLTR2,complex:LTC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|Macrophage,0.682
VEGFA_NRP1,simple:P15692,simple:O14786,VEGFA,NRP1,Ligand-Receptor,Signaling by Vascular endothelial growth factor,Mast cell|Macrophage,0.637
Histamine_byHDC_HRH2,complex:Histamine_byHDC,simple:P25021,,HRH2,Ligand-Receptor,Signaling by Histamine,Mast cell|Macrophage,0.687
CD44_TYROBP,simple:P16070,simple:O43914,CD44,TYROBP,Ligand-Receptor,,Mast cell|Macrophage,0.672
LipoxinA4_byALOX5_FPR2,complex:LipoxinA4_byALOX5,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|Macrophage,0.574
Histamine_byHDC_HRH1,complex:Histamine_byHDC,simple:P35367,,HRH1,Ligand-Receptor,Signaling by Histamine,Mast cell|Macrophage,0.679
CSF1_CSF1R,simple:P09603,simple:P07333,CSF1,CSF1R,Ligand-Receptor,Signaling by Colony-Stimulating factor,Mast cell|Macrophage,0.686
CLU_TREM2_receptor,simple:P10909,complex:TREM2_receptor,CLU,,Ligand-Receptor,,Mast cell|Macrophage,0.693
VEGFA_NRP2,simple:P15692,simple:O60462,VEGFA,NRP2,Ligand-Receptor,Signaling by Vascular endothelial growth factor,Mast cell|Macrophage,0.644
LAIR1_LILRB4,simple:Q6GTX8,simple:Q8NHJ6,LAIR1,LILRB4,Receptor-Receptor,,Mast cell|Macrophage,0.625
CD44_SELE,simple:P16070,simple:P16581,CD44,SELE,Ligand-Receptor,,Mast cell|Macrophage,0.583
APOE_TREM2_receptor,simple:P02649,complex:TREM2_receptor,APOE,,Ligand-Receptor,Signaling by Apolipoprotein,Mast cell|Macrophage,0.597
LeukotrieneC4_byLTC4S_CYSLTR2,complex:LeukotrieneC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|Macrophage,0.629
TNFSF10_TNFRSF10D,simple:P50591,simple:Q9UBN6,TNFSF10,TNFRSF10D,Ligand-Receptor,Signaling by Tumor necrosis factor,Mast cell|Macrophage,0.61
CRLF2_TSLPR,simple:Q9HC73,complex:TSLPR,CRLF2,,Receptor-Receptor,,Mast cell|Macrophage,0.602
IL13_IL13RA2,simple:P35225,simple:Q14627,IL13,IL13RA2,Ligand-Receptor,Signaling by Interleukin,Mast cell|Macrophage,0.608
atRetinoicAcid_byALDH1A1_RAreceptor_RXRB,complex:atRetinoicAcid_byALDH1A1,complex:RAreceptor_RXRB,,,Ligand-Receptor,Signaling by Retinoic Acid,Mast cell|Macrophage,0.595
ANXA1_FPR1,simple:P04083,simple:P21462,ANXA1,FPR1,Ligand-Receptor,Signaling by Annexin,Mast cell|Macrophage,0.641
ANXA1_FPR2,simple:P04083,simple:P25090,ANXA1,FPR2,Ligand-Receptor,Signaling by Annexin,Mast cell|Macrophage,0.602
ANXA1_FPR3,simple:P04083,simple:P25089,ANXA1,FPR3,Ligand-Receptor,Signaling by Annexin,Mast cell|Macrophage,0.688
CEACAM1_CEACAM8,simple:P13688,simple:P31997,CEACAM1,CEACAM8,Adhesion-Adhesion,Adhesion by CEAM,Mast cell|Macrophage,0.595
Epinephrine_byPNMT_ADRA2A,complex:Epinephrine_byPNMT,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Epinephrine,Mast cell|Macrophage,0.588
CTSG_FPR1,simple:P08311,simple:P21462,CTSG,FPR1,Ligand-Receptor,Signaling by Cathepsin,Mast cell|Macrophage,0.667
Adrenaline_byPNMT_and_SLC18A2_ADRA2A,complex:Adrenaline_byPNMT_and_SLC18A2,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Adrenaline,Mast cell|Macrophage,0.588
DHEAsulfate_bySULT1E1_PPARG,complex:DHEAsulfate_bySULT1E1,simple:P37231,,PPARG,Ligand-Receptor,Signaling by Dehydroepiandrosterone,Mast cell|Macrophage alveolar,0.579
CTSG_F2RL3,simple:P08311,simple:Q96RI0,CTSG,F2RL3,Ligand-Receptor,Signaling by Cathepsin,Mast cell|Macrophage alveolar,0.609
ADCYAP1_VIPR1,simple:P18509,simple:P32241,ADCYAP1,VIPR1,Ligand-Receptor,Signaling by Pituitary adenylate,Mast cell|Macrophage alveolar,0.602
LTC4_byLTC4S_CYSLTR2,complex:LTC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|Macrophage alveolar,0.688
CD44_TYROBP,simple:P16070,simple:O43914,CD44,TYROBP,Ligand-Receptor,,Mast cell|Macrophage alveolar,0.673
LipoxinA4_byALOX5_FPR2,complex:LipoxinA4_byALOX5,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|Macrophage alveolar,0.613
Histamine_byHDC_HRH1,complex:Histamine_byHDC,simple:P35367,,HRH1,Ligand-Receptor,Signaling by Histamine,Mast cell|Macrophage alveolar,0.641
CSF1_CSF1R,simple:P09603,simple:P07333,CSF1,CSF1R,Ligand-Receptor,Signaling by Colony-Stimulating factor,Mast cell|Macrophage alveolar,0.654
CLU_TREM2_receptor,simple:P10909,complex:TREM2_receptor,CLU,,Ligand-Receptor,,Mast cell|Macrophage alveolar,0.694
CD44_SELE,simple:P16070,simple:P16581,CD44,SELE,Ligand-Receptor,,Mast cell|Macrophage alveolar,0.584
APOE_TREM2_receptor,simple:P02649,complex:TREM2_receptor,APOE,,Ligand-Receptor,Signaling by Apolipoprotein,Mast cell|Macrophage alveolar,0.598
LeukotrieneC4_byLTC4S_CYSLTR2,complex:LeukotrieneC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|Macrophage alveolar,0.635
CRLF2_TSLPR,simple:Q9HC73,complex:TSLPR,CRLF2,,Receptor-Receptor,,Mast cell|Macrophage alveolar,0.601
IL13_IL13RA2,simple:P35225,simple:Q14627,IL13,IL13RA2,Ligand-Receptor,Signaling by Interleukin,Mast cell|Macrophage alveolar,0.607
atRetinoicAcid_byALDH1A1_RAreceptor_RXRB,complex:atRetinoicAcid_byALDH1A1,complex:RAreceptor_RXRB,,,Ligand-Receptor,Signaling by Retinoic Acid,Mast cell|Macrophage alveolar,0.589
ANXA1_FPR1,simple:P04083,simple:P21462,ANXA1,FPR1,Ligand-Receptor,Signaling by Annexin,Mast cell|Macrophage alveolar,0.647
ANXA1_FPR2,simple:P04083,simple:P25090,ANXA1,FPR2,Ligand-Receptor,Signaling by Annexin,Mast cell|Macrophage alveolar,0.64
ANXA1_FPR3,simple:P04083,simple:P25089,ANXA1,FPR3,Ligand-Receptor,Signaling by Annexin,Mast cell|Macrophage alveolar,0.665
APOB_TREM2_receptor,simple:P04114,complex:TREM2_receptor,APOB,,Ligand-Receptor,Signaling by Apolipoprotein,Mast cell|Macrophage alveolar,0.577
CEACAM1_CEACAM8,simple:P13688,simple:P31997,CEACAM1,CEACAM8,Adhesion-Adhesion,Adhesion by CEAM,Mast cell|Macrophage alveolar,0.615
CTSG_FPR1,simple:P08311,simple:P21462,CTSG,FPR1,Ligand-Receptor,Signaling by Cathepsin,Mast cell|Macrophage alveolar,0.672
CTSG_F2RL3,simple:P08311,simple:Q96RI0,CTSG,F2RL3,Ligand-Receptor,Signaling by Cathepsin,Mast cell|Mast cell,0.62
ADCYAP1_VIPR1,simple:P18509,simple:P32241,ADCYAP1,VIPR1,Ligand-Receptor,Signaling by Pituitary adenylate,Mast cell|Mast cell,0.602
LTC4_byLTC4S_CYSLTR2,complex:LTC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|Mast cell,0.584
CD44_TYROBP,simple:P16070,simple:O43914,CD44,TYROBP,Ligand-Receptor,,Mast cell|Mast cell,0.628
LipoxinA4_byALOX5_FPR2,complex:LipoxinA4_byALOX5,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,Mast cell|Mast cell,0.554
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,Mast cell|Mast cell,0.563
